Time,Event,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A12,A13,A14,A15,A16,A17,A19,A20,A21,A22,A23,A24,A26,A27,A28,A29,A30,A31,A32,B1,B2,B3,B4,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B21,B22,B23,B24,B25,B26,B28,B29,B30,B31,C1,C2,C3,C4,C5,C6,C7,C8,C9,C11,C12,C13,C14,C15,C16,C17,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,D2,D3,D4,D10,D11,D12,D13,D16,D17,D20,D21,D22,D23,D24,D25,D26,D27,D28,D29,D30,D31,D32,E1,E2,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E31,F1,F2,F3,F4,F5,F6,F7,F8,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F32,G1,G2,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G24,G26,G27,G28,G29,G30,G31,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,EXG1,EXG2,EXG3,EXG4,EXG5,EXG6
2243238.28125,jealousy,-5.766625,-7.477894,-3.309376,-19.34153,-23.00732,-11.90672,-24.60076,-10.01422,-7.607829,1.822056,15.06564,-1.893886,8.564717,-3.841327,-9.589498,-0.4318008,-2.002703,8.155903,38.62755,-8.718553,-8.247339,-7.984516,4.367674,10.49517,-29.55624,-11.66765,2.493252,-0.1607536,7.618442,1.431815,-6.174462,-33.88694,-30.58826,-12.78009,11.635,-14.12169,-2.001806,-24.49457,0.3612942,-6.893476,-21.81064,-6.919188,-0.9085954,-14.25794,-13.73237,0.5607331,-10.88476,9.547116,2.878462,4.696187,4.210851,25.12723,-3.912533,35.26374,7.053121,3.249031,28.08518,8.502417,4.642596,32.99715,52.79069,39.53973,43.14809,43.27518,52.58788,70.55107,28.32119,27.3988,85.58118,50.98576,64.46666,52.0889,39.36613,56.12376,58.81414,33.43519,20.59711,13.41078,34.32508,38.71811,18.02536,23.12271,13.08215,25.67429,34.09127,8.183547,50.01436,-13.2784,-9.120139,-23.40895,-0.2019661,-23.74239,-18.56899,17.50923,-10.74025,-25.12694,29.05093,6.06568,-19.76703,-19.44997,-7.400724,-11.57513,-13.15679,-16.45774,-3.632269,1.790452,-21.66071,-3.210258,3.912726,32.85352,12.09052,18.49952,-2.35288,10.8657,20.21364,9.380928,-3.939785,12.73389,-9.57019,6.335954,-9.740571,-9.107252,-8.646679,-10.22896,-8.502391,-3.545957,-2.57557,-7.125447,-6.817408,-13.35138,-16.52552,10.06766,-9.080579,-15.54669,-10.52449,-11.05294,-14.87878,33.14538,6.665658,16.69125,33.77518,27.8462,18.09573,38.46145,25.69955,34.02978,36.51255,36.69602,28.18361,33.09923,29.49308,26.84689,46.67558,27.9457,14.51707,22.368,33.07569,22.22021,31.7068,42.17361,39.20554,46.52086,50.69125,-8.417276,0.7251438,1.746248,2.927631,-2.122648,8.891565,11.23565,-8.008899,15.09862,-6.207161,-2.919617,-6.103845,1.42173,2.035651,-5.744659,-1.960156,33.92201,-2.526801,11.26645,0.8257909,17.75793,52.63166,36.09974,34.0569,10.60938,17.3149,27.63495,40.98362,-22.94328,-11.12847,-16.57921,-25.33122,-9.360505,10.31166,-1.890337,-14.65009,-11.91502,-1.395543,-5.411701,-16.30925,-4.059021,-12.29041,-4.222576,-6.94154,-2.298883,-15.72951,-8.271149,-5.713159,-0.2805397,-1.138418,-15.32294,-12.66179,3.383307,-10.04991,-12.1719,11.73209,-6.765569,-1.704103
2269449.21875,jealousy,-2.188139,3.612501,1.306519,-27.97655,-17.26774,-0.3646558,-22.0419,13.34071,-13.30878,0.6329072,19.84668,5.096395,8.216004,1.613275,6.159029,-8.551894,0.9537619,16.16806,35.59599,-3.808416,-3.473347,-5.541601,-9.378939,4.908024,-30.72742,-6.509756,-9.853123,13.62463,1.478769,14.38387,0.1870816,-23.69684,-19.7868,-6.364358,20.13341,-2.899078,3.142232,-14.39449,7.365309,-0.1380392,-17.33048,-7.634286,4.437995,-5.400701,-3.374702,7.620508,-5.621895,7.0604,6.770279,12.21698,7.564473,29.89226,-0.06113223,35.2298,7.249058,7.111635,28.33215,-8.057847,-10.22718,15.45507,31.61538,24.94372,32.27303,32.76301,40.00854,58.63477,19.24424,9.03424,67.95208,29.89634,55.15043,39.37856,23.87406,41.70075,44.69583,27.10338,5.312311,4.014985,23.1971,26.11343,13.56842,8.728336,2.510496,8.23313,21.72115,-0.02635058,31.61554,-8.105501,-1.944717,-21.05755,5.761505,-24.86309,-36.93971,-6.772058,-7.232587,-25.79862,54.30624,21.61355,-13.41968,-18.56357,-8.38959,-24.32605,-0.7950929,-13.55868,-3.380828,4.308381,-16.2185,3.370427,11.57865,28.56926,15.61121,12.50801,-0.5327653,9.55979,21.16719,9.247556,0.9629834,13.59803,-2.596068,4.397604,-7.680046,-6.114736,-4.040019,-2.845713,1.621773,6.27455,5.329487,0.604755,2.106035,-6.287579,-5.294617,21.06104,0.4254176,-7.885826,-9.744102,-7.141463,-6.315507,22.07116,4.221002,8.397597,23.44732,17.29084,9.614421,30.29365,22.08879,27.39244,28.13809,26.70799,16.46434,20.31035,27.66213,1.109356,40.39637,14.55697,10.50617,12.49738,7.67528,3.800501,12.09516,24.8993,29.70513,34.76849,40.07221,-3.389175,-0.7716322,2.34629,3.670425,-1.014301,7.471859,6.187556,-10.60414,5.477957,-15.28808,-20.04441,-14.43473,-6.343538,-8.414083,-17.63142,-8.164131,8.590924,-12.54128,0.06026285,-4.771201,-4.214871,36.17867,19.99329,18.82945,-2.526728,7.040856,13.87417,19.42872,-15.86146,-4.814159,-11.9229,-22.04564,-8.053207,17.26125,5.697685,-14.8936,-8.833165,5.212746,-17.36544,-7.113528,-4.966368,-7.103211,-3.374823,-22.01224,7.158448,-61.42103,-28.37191,-15.70109,-37.90849,-4.065318,-30.60471,-34.64809,7.005755,7.239267,-15.70931,24.44395,13.9028,-0.4941627
2280425.78125,jealousy,15.09065,17.76365,21.78653,1.327348,-3.70316,21.4098,-3.99214,-0.9310544,9.231891,21.58367,36.99267,12.94437,20.80725,10.49417,4.59458,10.29383,6.956656,24.35494,48.51062,5.256281,6.141344,6.490876,-0.2360367,28.36887,-16.12154,17.17985,14.4504,33.98657,19.10067,24.0799,15.48762,-14.01889,-4.663779,3.765606,33.31299,12.67733,22.01174,1.330507,20.69808,19.38365,3.581758,5.921842,21.75913,9.052256,17.56279,20.04462,10.96106,22.90905,24.26359,24.73134,27.95642,42.28574,11.02823,50.00185,22.56563,20.36889,35.76067,9.203808,9.986665,21.07178,42.94944,34.79144,40.70092,34.92353,38.19488,53.52599,36.57409,21.73539,79.88812,43.92168,59.06179,43.5841,38.89147,50.87313,53.34532,24.75195,19.70327,17.53064,29.81308,39.84679,29.98067,35.43495,16.22999,26.29675,33.83465,17.0258,50.92046,5.489178,13.00187,-8.574301,-0.2393224,-14.61102,4.264587,21.54983,-4.086561,-3.746265,72.11504,27.66281,-5.203724,7.367191,15.38575,10.83763,7.58475,1.075219,19.38326,23.93971,-3.247116,19.39207,27.86363,29.68496,14.60526,19.04251,7.682368,16.45137,35.00336,17.35645,8.321157,25.61111,5.320626,16.33343,5.287151,5.817619,6.065217,8.142258,13.08367,17.86999,16.58721,13.01045,10.45669,2.940221,8.274078,31.91878,6.571836,2.55777,12.70536,4.660835,4.039451,18.25788,21.75407,26.77224,42.13793,34.21182,23.93601,47.78379,38.12917,34.99804,28.90923,29.08641,27.93695,36.8296,33.47144,21.90337,48.77982,32.6065,23.45243,27.13795,20.81445,16.32477,35.20539,40.87401,39.77439,36.62584,37.40913,5.233654,8.591067,10.35734,11.95069,7.193627,7.123168,19.29738,6.754426,20.61138,3.797338,6.279689,-0.5320987,7.655288,6.805603,0.7372677,5.549395,26.91192,6.149378,17.60014,8.677621,9.011061,41.86091,34.76886,32.75178,14.16916,23.10172,31.39053,34.1149,-4.354125,7.505129,-5.332147,-10.58565,11.92738,10.05929,2.915115,-1.296242,3.423674,21.27377,24.80015,27.11834,41.5522,6.144532,2.567563,40.35092,17.65797,50.09194,14.32627,34.5625,35.80365,44.62243,24.63165,21.24706,29.12359,12.36497,-15.39366,35.70997,3.264323,4.337129
2338441.40625,exit,-9.292314,0.5541835,2.428793,-14.4871,-22.41454,-16.12138,-33.04789,-3.440571,-11.31719,6.509653,16.03586,-19.40018,3.118252,-2.710732,-3.962293,-8.706462,-5.282744,8.079781,30.56979,-7.398478,-8.575512,-7.682047,-8.443267,10.97194,-30.8187,-4.609404,10.10543,21.16632,-10.5171,-1.463416,-12.03132,-34.96254,-29.57681,-14.33627,7.830535,-14.2035,-7.335684,-25.25416,-6.660922,-9.994417,-33.28328,-20.39704,-10.62724,-18.72447,-14.00773,-13.56387,-28.01544,-4.491472,-9.401804,-4.186667,-7.089498,6.458147,-21.98305,20.062,-7.997773,-13.05303,-0.2294677,-16.01232,-18.11814,-8.285927,27.5262,8.710237,15.29145,12.82692,6.945919,13.45861,11.27483,1.048862,56.988,16.3624,29.20888,11.24464,15.54538,25.24229,27.67793,5.140247,-13.69795,-7.858291,4.90143,13.71984,-7.298254,-15.09187,-6.989319,-0.7730289,9.986355,-8.466725,23.66597,-18.22834,8.538866,2.253116,15.12881,-11.1451,1.907882,-15.84995,2.314178,-7.223979,56.48705,5.789623,-20.7736,2.770481,23.42358,16.87957,-10.79474,-3.505389,11.64379,15.67724,-6.168083,13.20408,20.40459,-7.373236,-12.63285,-16.35543,-22.93765,-10.21898,4.311331,-7.321359,-8.997735,1.591346,-8.318143,-4.929915,-11.48676,-6.772393,-7.973356,-4.065999,-0.3280313,7.021277,-1.041477,6.434675,-1.889505,-10.20979,-9.057205,22.63245,-0.518568,-13.07214,-1.878415,-9.409921,-11.69864,-26.7235,-4.432133,4.23127,11.78899,4.45893,-5.827681,14.38577,-0.7451745,3.518358,-3.882311,-0.5768598,-4.274234,2.064867,5.829186,-0.03070464,19.67519,1.125563,-1.740978,-0.7935428,-9.915481,-9.256618,2.128451,11.83904,9.199471,-4.33448,5.045191,-7.791951,-7.980864,0.0649791,1.039407,-8.568602,6.316108,6.731751,-12.78088,9.193053,-13.26546,-10.31084,-10.3552,-3.332951,-10.4529,-17.14223,-7.189175,-0.06903265,-13.3531,-3.781401,-15.19604,-18.82512,23.31008,13.6921,11.83728,-8.028035,2.179201,8.572295,3.328545,-15.66955,-9.76777,-15.65256,-26.80441,-12.48508,5.908475,2.458617,-9.016828,4.449683,18.97553,16.58924,-7.664605,1.883624,-19.27548,-2.882749,12.16885,-0.4067915,21.46802,13.26747,7.559754,14.97103,7.056836,14.59071,27.80213,20.49526,10.51545,-29.77127,11.74759,-13.56695,-3.633984
2396031.25,enter,5.109282,3.054862,-2.536284,-23.39895,-26.04379,0.09624007,-29.23388,0.5866045,-9.254407,2.881742,7.737751,-14.01549,-5.404784,-6.888027,-5.274479,-6.472355,-12.29488,2.053855,21.34776,-11.24553,-10.80234,-13.12023,-13.96454,-4.108569,-31.97192,-8.214582,1.468251,-12.35213,-23.62198,1.792013,-8.853988,-34.46059,-28.20889,-14.55702,10.74955,-9.320909,0.006870329,-21.63506,-7.552714,-2.499297,-21.32212,-22.12391,-7.035874,-12.41291,-5.09234,1.893919,-10.37457,-0.7763153,-4.7096,-1.01655,3.156807,20.56529,-5.597376,24.78844,-6.167591,-4.89981,15.99766,-21.4182,-22.23757,-14.26815,12.30777,5.643876,9.718546,7.667708,20.39416,41.89997,4.406944,-5.899858,44.54101,10.77256,28.80901,19.97936,-0.9506557,19.79308,26.0535,10.57862,-8.756581,-15.20362,0.5728711,12.82009,-5.191623,11.7539,-15.91385,-2.300609,8.547648,-16.13566,20.41759,-16.67949,-13.62376,-31.12515,-4.17949,-28.414,-25.49258,-4.518756,-10.36683,-26.07144,33.60208,-7.997075,-25.10349,-17.25979,-5.304175,-17.82725,-11.43237,-20.88859,-13.1503,-4.347887,-23.36733,-2.954873,4.366573,12.18996,2.743874,-3.353646,-19.2585,-11.93102,6.25935,-8.312702,-12.31773,-2.964648,-18.18771,-10.20611,-20.27397,-18.49936,-19.31062,-7.966699,-9.590335,-4.602367,-3.923956,-8.0564,-10.1145,-15.46857,-15.30754,9.030483,-8.53292,-21.97597,-15.00596,-19.92737,-20.99511,6.227641,-5.491235,3.089725,15.00169,5.285583,2.885224,16.65241,10.45234,15.18253,14.57026,12.7588,-1.034378,8.074962,21.39696,2.332203,24.38802,19.14995,8.030519,33.10089,8.003535,-8.530227,-1.846261,5.363031,12.8673,18.41089,20.61001,-12.75148,-6.575259,-5.386485,-3.018267,-9.273138,-5.283782,-2.661197,-12.24272,3.188103,-19.91632,-17.47154,-17.93222,-10.63805,-17.62515,-24.83385,-15.96673,-2.364506,-19.55685,-11.67028,-19.85632,-24.5395,-5.300025,5.951168,3.803718,-7.342323,-3.826072,9.825076,12.30079,-26.5759,-13.86418,-20.70438,-31.0927,-15.24857,4.065756,-6.003731,-19.7694,-18.04883,-4.865123,-13.48375,-24.67239,-10.32275,-20.35795,-13.82694,-14.02273,-6.607958,-4.25317,-12.43235,-10.94471,2.663285,-7.045276,-22.6193,-18.27438,-3.407225,-8.143661,-25.52225,3.053888,-3.870555,-13.31932
2447046.875,excite,-4.05018,-1.36061,-5.237588,-14.67419,-15.40167,-3.660298,-17.87865,3.182302,-2.490977,4.433698,22.80432,-2.789017,9.281884,-0.1807772,-3.778294,0.3871817,2.144344,12.14304,32.39626,-7.744006,-11.83487,6.680235,5.772994,13.2948,-30.49434,-7.469563,-5.659381,8.536397,14.94865,9.330989,-2.149408,-24.59656,-16.30272,-6.006824,18.41193,-3.276846,7.961323,-10.44482,6.54277,2.090331,-14.0441,-4.421165,7.789507,-5.100088,-0.2392257,6.276385,-4.151846,11.13855,9.056176,15.41567,13.36426,25.62864,-3.539761,35.36973,7.874901,7.114974,18.49968,-5.078868,-9.773399,0.9293282,27.14744,19.08191,18.80954,7.177155,6.606848,24.87728,11.23493,7.134391,60.82312,18.91224,31.51023,12.13433,16.14534,27.20424,30.41733,10.28191,0.1889637,0.0973852,8.662006,18.89484,6.731056,12.64186,-0.01938579,4.291192,15.24101,-7.352482,27.42183,-6.024875,2.163172,-11.36471,10.04518,-13.60711,-1.81605,7.50708,4.366972,-2.33627,40.23011,17.24035,-8.299618,3.108737,27.05839,16.67976,-0.4844045,-2.377058,13.76128,28.75009,-7.688085,11.3804,18.90105,7.282812,-1.387506,-3.352678,0.196922,4.018311,12.23104,-2.855234,-8.79994,2.437888,-7.49249,-1.203741,-12.88888,-7.785181,-3.428188,-3.049135,-0.004762308,7.236213,6.113728,6.901487,1.763228,-5.557042,-4.980608,19.50824,-4.674826,-8.25471,-4.995718,-8.963341,-8.059003,-8.783822,5.518141,14.4308,27.79806,20.22032,9.643478,30.16065,20.92778,15.8139,6.261053,-1.374573,6.866395,19.13629,17.61833,18.61566,36.15187,17.94386,9.83218,11.12572,15.95102,2.675474,13.70025,19.74454,8.098372,1.140428,4.938861,-5.932223,-0.8633837,1.220907,2.505649,-1.658438,4.054542,5.106335,-2.110895,8.932362,-9.9682,-9.674253,-11.42599,-6.816381,-5.631735,-17.81159,-8.213128,10.94255,-7.683039,-0.1439251,-13.98073,-6.267377,28.01371,18.31591,16.84945,-5.620509,5.613921,12.42745,21.48675,-10.36213,0.03020082,-8.507551,-17.10794,-5.569072,13.55065,5.574238,-3.598287,0.8820148,13.02245,9.883173,-10.03719,-1.537861,-14.36481,-5.369412,-4.337201,-5.675534,2.179578,-7.992634,-1.439009,5.55608,1.292054,2.077442,8.046339,14.55589,-8.551027,-4.249368,20.24832,0.537233,3.48769
2469250,excite,9.271507,16.2666,16.50453,2.011367,2.173512,16.79429,-2.790333,26.39641,10.82172,24.63689,39.36377,14.52662,23.95992,24.23928,14.7522,16.41497,15.75037,32.05524,49.92684,15.15776,7.660281,25.29805,35.11803,33.94882,-14.13763,5.17601,37.74552,34.76548,1.078405,23.42144,12.75926,-10.59463,-6.464391,3.260327,31.01416,9.209655,19.45653,-4.244081,15.57904,15.30084,-1.132318,3.812667,11.26613,3.168999,13.07116,13.72963,5.386822,14.65208,7.613469,16.2645,17.74271,28.78261,3.76823,36.95628,6.012384,12.14393,23.84288,14.49617,11.89514,15.86047,27.45628,15.92803,21.8959,12.10209,17.43966,33.79203,32.42538,4.784861,58.49387,19.40927,39.97488,22.78562,32.17102,30.81166,42.26915,19.31936,23.09768,17.80212,22.42499,34.09849,14.38862,28.19627,17.92771,20.04619,29.68606,13.21676,43.88264,11.4733,17.73213,4.436972,24.05423,1.868279,12.66483,42.49276,19.87432,11.77782,37.72084,39.33593,13.63326,21.3546,40.93237,23.5036,11.66117,10.3468,25.90419,35.97149,5.781077,29.27422,35.48318,9.193653,2.614871,6.460181,-4.366647,6.219576,23.18388,10.52476,8.765471,22.57635,7.222867,16.09607,7.02178,8.679718,15.28958,13.42571,20.38898,26.78847,27.91403,23.87422,19.25463,17.06841,15.18154,43.22797,15.87349,7.149343,1.480522,7.557116,8.265078,-9.045054,14.07712,13.16007,21.97656,17.61715,10.67122,27.40985,19.34597,20.36479,14.11129,11.17396,11.86075,17.88395,27.69493,11.7197,28.72872,16.75379,18.13532,10.02284,1.984268,3.785851,11.00918,24.36152,17.4514,12.51632,15.60958,18.47516,31.95371,25.33729,27.66212,30.49841,26.71875,28.63488,20.8101,33.23635,16.68092,15.12523,12.85086,19.67964,17.80922,12.03003,15.86703,-0.4990499,21.76266,21.3738,5.140129,20.49273,43.93862,33.47906,31.34069,21.91266,28.37661,37.89053,-1.994647,4.551476,11.31068,6.664923,-0.992212,16.07263,32.6983,25.34624,10.86666,12.68474,31.07487,22.10129,12.42279,19.14741,8.987407,16.34515,12.90993,16.1479,21.08531,10.35883,21.46299,21.11823,20.64032,15.53784,15.3495,42.49227,32.27208,18.8984,41.32822,20.28111,32.25205
2518183.59375,excite,-2.855102,-3.564021,-1.675645,-19.12057,-23.9975,-17.40558,-30.38106,3.803311,-3.209038,10.78173,16.71013,-9.237947,2.624099,5.069876,-3.632096,2.253554,-2.641134,9.216055,27.93024,0.6688887,-9.995306,5.347441,-12.64875,7.596304,-25.90547,-9.489741,-0.8584968,11.13685,4.032248,-0.5313872,-10.84881,-32.21669,-29.1131,-22.66224,9.42133,-12.10613,-7.804877,-23.79516,-8.893306,-8.667595,-28.13518,-17.51691,-6.931311,-15.9832,-10.13775,-4.865161,-16.50588,-3.417464,-5.628254,-2.433399,-1.09509,18.83043,-9.353209,21.08381,-5.331479,-4.977825,15.34969,1.308075,6.738924,15.44121,29.61814,19.83432,10.28907,10.16655,16.38805,32.89677,28.78825,24.86451,64.75334,26.39304,38.60862,26.53995,44.64263,37.53935,45.38446,19.87569,-0.6705376,-0.2077104,21.16224,33.20013,14.44099,3.928095,0.7031986,15.60519,29.1766,11.01288,37.99531,-11.73152,-1.281293,-7.399054,13.81812,-5.98144,1.571131,6.652947,8.608491,2.773002,66.53895,20.98364,-6.934356,7.010913,24.29032,18.8149,3.094323,3.00187,18.68845,24.00461,3.058531,21.22412,27.30519,9.809513,-1.157989,10.30462,3.338425,9.25982,24.68496,14.66031,3.381978,22.70792,5.149086,17.39704,5.83797,6.091095,5.865902,4.881033,12.42204,16.04042,15.52134,15.64441,10.11473,3.184355,4.520549,32.24475,3.097555,-4.357757,3.324101,3.561939,-2.616579,-6.089488,-2.616723,0.7792171,11.98889,4.669371,-2.025126,14.40322,7.754358,10.33761,7.213054,4.261393,0.5067684,9.507113,8.107321,-6.0188,19.18288,6.740812,3.583856,-5.372694,-5.031685,-2.201183,7.740596,6.046615,8.785505,10.25324,14.99391,1.042662,3.200081,8.557268,9.951959,0.9447833,10.39954,17.30917,3.076856,16.5168,0.3360021,-1.736079,-3.817053,0.7298776,0.5699973,-6.844273,3.933916,7.023747,4.250055,10.53584,6.94141,-0.3117811,35.26226,26.99578,24.61322,8.191523,17.81984,25.41908,10.87428,-15.83745,-7.380561,-15.18136,-24.94448,-13.69808,4.640729,1.60106,-11.37361,-5.718436,10.37499,10.47597,-9.790601,-3.840096,-16.0034,-7.898301,-15.04618,-6.098657,-9.006446,-9.859013,-2.62927,-3.421387,-1.82347,3.676105,15.20989,33.01483,13.07585,-9.536894,14.41121,0.59021,13.44112
2556203.125,excite,6.586841,11.52045,18.45162,4.681231,1.992253,19.10678,-2.56518,17.0201,8.476186,23.04617,39.6035,16.19343,25.36185,19.83653,12.86746,15.0818,19.6632,29.06277,55.58335,11.65592,13.56163,13.00364,18.86508,44.04574,-7.316986,18.9812,-0.9846264,9.51644,33.60353,27.26088,19.07347,-3.2323,2.344528,9.123009,34.19397,14.55558,21.00348,8.997244,19.28698,14.52647,-0.4054252,13.55799,18.812,4.735944,10.4549,11.66776,5.15318,25.96754,17.26551,18.5173,16.12773,30.63847,6.227745,47.7283,16.79057,9.958672,28.58087,1.474041,6.862832,23.31489,47.0254,28.22514,28.4424,26.9643,31.56443,52.19446,29.88033,29.90118,78.99607,36.90174,57.81398,42.4297,38.00864,49.41908,59.81012,39.65168,20.32952,17.7713,41.04395,45.05844,22.57959,16.15409,18.00263,25.93515,39.93151,10.87198,49.0689,13.10432,18.38856,9.110652,37.70485,5.990794,9.524221,26.13497,20.88408,7.003658,68.70054,37.2394,0.4345013,11.09766,33.51504,13.70728,6.381151,2.892155,16.62074,27.73472,4.093542,29.49272,36.12138,21.92934,11.82006,22.24545,8.112274,18.27285,32.70626,19.40784,11.81087,28.03425,11.82661,20.83748,12.82351,17.39392,12.57478,15.5848,22.65003,29.39832,34.56923,27.62061,23.13572,20.51055,22.85218,51.00596,22.00617,12.46063,23.81703,17.03262,13.84498,17.30124,20.89091,26.61086,36.20258,25.3653,13.93861,31.23218,20.39907,22.51513,20.0074,18.94528,13.15507,20.88284,19.46621,17.7453,48.26558,37.49618,32.2584,41.5392,29.16152,21.57756,31.83797,33.48103,23.70047,26.70564,31.64724,13.27955,22.33608,20.78065,21.93265,19.76673,23.53934,23.7663,19.11477,29.42635,9.560945,11.09911,10.57815,14.31358,9.611897,3.350158,10.71842,28.1169,12.83485,17.86033,10.71146,20.38413,47.30943,38.1855,35.41661,16.19815,24.1711,32.2623,41.79808,9.152477,16.6629,9.809673,0.3145785,7.470864,27.88445,25.16577,14.11374,18.34257,30.18447,21.38251,14.85316,19.33302,10.43074,15.06086,10.51144,12.40789,18.31527,10.29269,22.85276,25.91566,20.05948,10.22271,11.68115,35.0126,8.300427,-0.4153437,36.14013,29.36947,24.59312
2580410.15625,excite,-4.609558,-8.753329,-16.89298,-24.17013,-27.94496,-24.10786,-25.49023,-6.335232,-4.538069,-2.034992,8.175961,-10.46921,1.578437,-12.37552,-1.865453,1.266839,0.3925825,7.661602,29.81727,-5.659285,-4.839264,-15.08529,-0.06643104,15.01492,-23.51023,3.461822,-4.720151,27.61915,-1.786759,-3.602148,-15.73728,-38.10539,-36.59558,-20.96755,2.962516,-20.99275,-15.63395,-29.84642,-8.429777,-19.67833,-34.24786,-14.46326,-8.306765,-19.15837,-17.92168,-10.16215,-22.88524,1.796564,-0.6102186,2.827575,-1.347408,13.63483,-18.71785,27.7616,0.06008388,-5.59818,10.95695,-9.538641,-15.16889,19.36846,27.03179,8.786423,12.95277,7.527337,10.88545,27.237,6.431507,5.717915,57.86912,20.33904,36.38079,20.21636,33.64711,32.54859,39.78239,20.57879,15.23734,2.819241,15.1336,24.74915,6.25332,0.8815014,2.987881,3.977359,20.34121,-11.80099,24.77331,-21.17936,-7.271599,-20.55535,0.4958589,-16.31583,-7.250304,-0.7290896,-0.8980095,-5.911431,37.75013,7.153608,-6.941923,-0.0003284086,20.33788,1.39141,2.877015,-3.348479,5.044283,9.653612,-11.37353,5.976094,12.2666,4.709011,-0.3511358,0.9382495,-9.787739,6.887876,9.268491,-7.227059,-9.895429,3.44965,-7.942713,-3.335942,-7.835004,-9.203833,-8.780398,-5.622445,-2.727271,1.292034,-4.881795,-2.828549,-4.073217,-11.80311,-14.65478,6.690246,-4.820624,-16.70664,-8.41327,-10.31492,-15.3025,-8.685551,-1.912461,3.840984,19.89689,2.534979,-5.880161,13.82916,4.421,8.023959,0.3105789,-5.181087,0.9474317,7.013624,10.04918,5.674845,29.25793,10.34181,0.605122,6.532628,8.217,0.3592945,-3.090973,14.5501,1.21295,2.907701,9.728142,-18.82631,-8.863666,-2.837225,-1.10457,-15.03637,-3.243293,2.367888,-10.78117,3.871123,-14.44109,-16.20799,-17.01416,-8.623886,-14.39273,-16.13333,-9.939685,14.56567,-8.896136,-3.973088,-6.449605,0.09088012,28.89291,23.22705,21.14481,-6.460699,3.56784,9.096045,19.23884,-23.30413,-15.82075,-21.07889,-30.72496,-20.58558,4.623307,-3.437298,-16.34963,-8.015048,5.084647,-0.345685,-10.7662,-8.085174,-18.10775,-13.03316,-9.623808,-12.19841,-8.240052,-18.05456,-9.292742,-16.92131,-7.202237,-10.45438,-6.120996,11.18639,-11.3251,-18.88851,7.472033,-3.727981,-7.91223
2649558.59375,exit,3.859071,2.699884,9.277233,-3.036508,-3.154457,0.7702606,-7.637723,-1.882557,-1.980268,13.51123,28.59789,2.484383,15.00952,-0.3085999,-1.980602,1.507014,1.521093,24.42033,43.84935,-6.296432,-4.926298,9.273629,-0.5291364,21.17907,-26.79278,-2.2659,-16.93901,12.34872,12.1391,22.90579,15.39829,-5.259557,-0.4646465,6.970855,32.39466,13.21032,19.92646,8.980987,10.25482,14.65777,4.004609,1.379207,11.61112,7.935852,11.16143,16.79083,7.099499,19.11148,16.5007,27.65319,23.19226,38.80011,10.10896,48.60417,22.89348,18.7087,32.36908,17.08642,15.65617,15.12859,37.80987,30.96027,35.94093,15.77159,21.52176,38.86636,41.63294,14.67224,63.43156,24.16704,31.60385,27.40311,30.48076,29.81701,39.08862,22.9826,24.07169,18.65854,16.82628,40.93613,21.65858,21.93211,18.00006,27.27433,36.77398,23.69148,48.50581,23.20649,35.44398,25.08266,43.90182,25.2482,29.20164,10.16746,35.24159,22.13159,35.1572,22.78477,8.02604,13.37848,36.37032,43.19362,7.737793,3.558068,24.37216,33.80766,-3.544529,18.98156,25.93816,23.27383,8.432856,15.43473,-3.419847,22.3968,24.01175,18.72554,6.965572,26.70514,8.152514,17.80489,6.090842,1.195722,2.283053,3.740652,4.938397,14.13076,15.11972,17.54881,0.8510403,-1.598656,-4.497302,30.37818,0.97842,-12.37492,-8.441954,-0.4887443,-10.94135,8.972558,13.58863,22.55222,37.96027,35.4248,26.59712,43.35075,29.78175,29.65118,22.69426,20.64287,23.80931,29.83879,37.99822,28.27417,50.02287,29.12547,15.88734,13.9107,26.59435,24.71195,29.36918,38.50232,22.16637,18.33106,21.64186,-5.759702,-2.752269,3.27697,4.810016,-3.320265,8.617804,14.66318,-4.546257,2.558829,-11.87932,-4.789822,-17.61183,-13.04979,14.88914,-9.684273,0.9882957,32.49856,-1.085557,14.39068,0.6339149,1.720833,43.15644,35.16436,32.92096,11.87795,21.3117,28.22198,27.1061,17.1383,18.03729,9.583379,-1.629263,11.89118,29.18487,25.53468,20.9208,25.89529,34.40995,41.02414,20.92739,19.44442,4.799032,10.73333,4.664657,12.36107,21.32499,11.41032,31.06418,18.18855,20.75159,35.49865,44.17497,23.68551,4.772077,-6.165149,6.517412,21.10109,23.36273
