Time,Event,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A15,A17,A18,A19,A20,A22,A24,A25,A28,A30,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B14,B15,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C1,C2,C4,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D15,D16,D17,D19,D21,D22,D23,D26,D27,D30,D31,D32,E1,E2,E6,E8,E9,E10,E11,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F26,F27,F28,F29,F30,F31,F32,G1,G2,G3,G4,G5,G6,G7,G8,G9,G11,G14,G16,G17,G20,G28,G29,G30,G32,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H20,H22,H23,EXG1,EXG2,EXG3,EXG4,EXG5,EXG6
3354363.28125,exit,8.889889,1.83167,-4.121517,-11.23759,-1.705763,3.396826,-14.70801,20.91922,8.768933,13.07489,-8.333164,20.04244,29.73784,3.98716,1.31473,-0.1588307,-11.42924,21.6598,-10.36372,-3.876715,16.30743,-10.75538,10.50586,10.6563,-6.518905,1.188434,24.40014,10.28529,8.443944,6.439503,12.43125,4.907228,-9.79836,11.20003,-1.628633,-9.854002,-4.47795,-4.759098,-5.591027,-6.226307,5.735209,-11.48945,-6.482325,-4.928682,-15.99049,3.762508,1.037133,-3.500229,-15.59054,-8.376137,9.411312,-13.91856,9.315717,11.13639,18.39898,-0.6868201,3.10197,14.79674,22.26942,38.51783,51.02789,-12.18145,14.63706,-3.480459,15.92435,22.79896,5.500566,28.63861,-0.2050573,11.18993,5.194979,6.060414,-0.4855422,44.31516,43.14493,8.793317,13.55492,22.2942,29.6258,31.6884,44.53896,5.92323,11.84898,11.25004,-12.36017,11.54252,12.85802,17.94225,18.42438,28.23981,15.82561,-1.931392,4.382719,17.36633,21.08076,9.648582,-1.297233,21.07856,35.2609,-7.084137,-3.500969,20.28038,2.962964,21.26696,29.81312,33.06556,14.21606,21.57961,23.7669,23.76103,12.7167,11.997,16.78754,28.15215,19.98526,28.69728,15.68372,21.45621,17.94694,21.71035,24.22491,17.91586,20.85569,18.54214,20.01473,17.2658,26.95877,23.30367,19.59933,16.43002,17.60616,23.93526,16.48464,-13.53914,-8.34521,-16.68041,-7.817303,3.045258,3.03791,3.66403,7.117964,18.06497,24.28946,6.453207,12.20623,24.82317,2.492435,12.35896,5.969235,9.417095,-7.310996,-14.74393,-20.8731,-9.392964,-21.47296,-13.36147,-9.673142,37.1867,19.64835,13.11618,16.09068,27.89186,4.685443,-1.129381,14.67299,10.07513,-0.803286,14.82914,10.10467,6.15827,-0.5454201,-1.869943,-6.984687,11.18444,15.68286,2.912263,17.45576,7.024714,11.98247,3.695657,22.21668,1.305114,24.98408,1.412154,19.26988,5.823885,-9.297909,7.822101,12.9548,1.117193,-1.656621,-6.011803,-7.674901,-18.70726,10.75822,-1.922155,4.364735,-3.820076,-3.306316,-0.0008725803,28.29768,15.23088,7.628333,14.18377,-2.74353,5.461011
3411957.03125,enter,3.707052,-1.640634,-14.08469,-35.68959,-21.5918,-8.653568,-28.38959,10.89645,5.372924,4.460004,-22.62771,4.215617,21.74289,-10.93321,-10.21454,-11.69014,-17.33423,2.985406,-33.84411,-6.74676,3.500809,-3.198874,-8.481053,-8.365546,-30.0798,-26.62625,-6.147643,0.06678049,-5.222792,-16.75699,-10.52371,-19.4367,-15.78471,-5.311776,-5.906911,-11.39581,-21.0555,-24.14316,-25.09752,-29.04689,10.14993,-12.99628,-17.30078,-21.64249,-39.7751,-20.14252,-18.04003,-0.3006789,-14.29797,-32.25166,-14.11939,-34.58833,-11.24638,-9.51187,10.1077,-17.9994,-27.89736,-22.77677,-15.52966,11.67012,21.81063,-22.3497,10.36696,-20.28832,-10.81379,-13.86359,-13.51865,7.002613,-13.46163,-13.14449,-14.19235,-13.37279,-14.84434,20.79524,15.35575,-10.76845,-5.517495,-5.853086,3.521628,3.337994,16.18294,-17.74736,-18.98243,-18.79328,-45.37275,-5.367481,-16.87223,-13.09634,-3.611519,14.42402,-6.894131,-20.20008,-25.5932,-3.620526,-1.017586,-11.93921,-25.97149,-6.604665,15.0654,-10.59222,-18.78338,-6.966138,-19.0645,-7.420037,-0.535059,3.356654,-21.82779,-12.05836,-11.51005,-11.64837,-17.23775,-18.8664,-19.27077,-6.035246,-15.24226,-8.116848,-12.77904,-8.109333,-12.00363,-7.668391,-5.850695,-12.78601,-9.339125,-10.49954,-9.366165,-17.50521,-5.564417,-12.08579,-16.97544,-21.62099,-19.62105,-20.30402,-19.49089,-8.457519,-3.712575,-12.22119,-15.61609,-21.39962,-22.32218,-22.53926,-21.04144,-4.181073,4.404011,-19.78478,-10.98796,-2.563212,-29.4669,-20.27479,-20.29993,-9.891305,-13.77223,-9.875074,-11.69163,-8.101844,-9.123388,-7.843497,-15.27963,5.885819,-24.5719,-19.11543,-20.17052,19.57885,-2.803122,-12.71309,-1.746765,-2.778051,-25.26767,-0.9178015,-10.29644,-7.34046,-21.28974,-20.44672,-35.75863,-11.13214,-10.45992,-23.80196,-8.022039,-10.77233,-14.68535,-25.52494,-1.934064,-23.72547,5.333331,-17.05091,1.832799,-12.55064,-36.78878,-25.86737,-15.29838,-18.1129,-16.33287,-20.10427,-22.5203,-24.57235,-0.009941816,-15.92145,-6.021964,-15.39294,-17.3703,-14.98707,9.603873,-1.45163,-6.149679,13.15371,-13.18848,6.307592
3491160.15625,jealousy,-13.1436,-26.09883,-20.14376,-31.65953,-16.33401,1.513495,-12.63511,13.63524,-12.68159,-4.034383,-22.6497,3.262188,28.83254,-11.42703,-7.082664,-2.049582,-19.41733,9.512759,-28.34153,-6.748273,11.00092,14.06227,4.592475,12.35352,-6.760895,3.04438,24.29626,10.0419,15.20919,9.025268,21.95155,11.43438,-4.398001,23.92426,5.859836,3.920379,19.04938,16.93176,11.68733,3.436625,19.53149,7.316026,12.93888,16.72817,6.040666,25.20972,16.50399,13.40864,4.3819,6.915295,29.35732,9.138805,-4.303612,-1.90136,15.45948,6.1747,6.900504,14.6529,17.97458,16.17799,32.86194,-15.68784,13.17813,2.589419,14.93544,14.70738,-8.408922,15.42717,-5.425908,7.868055,-7.631629,-8.778525,-7.309308,30.99383,23.66541,-5.005084,-1.0755,3.606244,14.95939,14.67351,24.68257,10.79751,7.605386,4.007347,-21.90322,14.53354,10.2835,10.19454,16.74264,23.81947,11.20848,-7.277959,-16.69526,19.73463,11.97986,1.022915,-12.71679,24.80882,27.36291,-5.714183,-10.18748,10.74815,-11.10609,3.551055,14.13182,16.60337,11.81299,17.75947,1.956074,2.067992,-2.654274,-4.434784,-2.049387,5.020751,-3.303858,3.86427,0.252014,1.062502,2.207953,5.365775,7.992941,1.546412,4.888254,3.449323,5.226029,-5.283391,3.832878,2.274263,-6.712567,-9.117727,-7.510931,20.71152,15.36057,1.367099,14.03691,5.537141,7.686586,11.50688,15.22725,19.47761,21.8215,37.82611,34.35359,20.10216,19.87275,36.34044,17.01101,18.22259,14.19186,16.34573,3.337294,3.497058,-4.495581,7.167544,-6.88942,-9.996396,-1.381733,41.84648,24.19536,27.18993,13.93138,31.74098,-1.521927,-0.380744,6.723701,9.454035,-5.809439,13.43099,3.631893,7.708091,-17.08372,-10.48802,-26.26649,-4.384275,-1.368691,-25.32371,0.2398867,-3.036891,-5.693656,5.648551,17.47067,-8.683634,17.14422,-9.863792,1.865209,-9.455128,-19.08126,-14.72474,-11.33873,-18.22706,-21.20035,-27.61904,-23.23282,-29.68091,-19.0924,-24.46398,-23.33881,-23.79938,-25.51938,-21.20681,12.66534,-6.34581,-3.951418,29.69659,-37.00736,-24.88301
3617707.03125,jealousy,10.91829,-3.181986,-15.28827,-28.30335,-12.03263,3.24407,-15.6307,22.96613,11.20358,10.10136,-3.925249,6.337314,33.09714,-0.005826347,2.754535,-5.720919,-15.46114,14.80911,-25.79038,-2.548569,13.40718,12.36802,3.304924,7.027669,-13.90626,-5.552605,18.23384,9.146696,7.421641,-0.4047557,13.05925,1.662618,-5.808596,15.93524,9.752001,5.218794,11.51462,22.55452,14.8541,6.005041,27.44664,14.99236,24.23924,22.84087,16.78617,33.06199,24.4608,24.82149,18.68796,18.0293,39.6647,13.6825,11.36626,12.74222,30.93595,20.60144,14.86312,21.76167,21.33333,27.2338,37.5447,-0.8351625,26.167,17.40875,20.30151,18.50305,6.781123,27.54317,2.353232,15.28629,5.630552,6.737947,0.9445172,37.32225,23.16794,9.712007,15.07928,8.352448,8.413547,18.77559,29.00957,10.97363,6.966675,2.539937,-19.74241,18.57118,11.26791,6.132526,23.70635,26.53482,14.97439,-2.225132,-12.7912,23.06784,13.84607,-6.598737,-16.58907,19.55158,28.76224,-1.948114,-13.94988,8.789122,-8.06101,10.41175,16.73242,19.14997,13.3596,12.18792,0.2664752,-0.4279374,11.42119,10.74918,9.91851,10.28492,7.159427,14.11421,5.600817,8.690627,4.270767,10.12171,10.03754,4.658253,9.268981,8.854329,10.09159,-1.734424,14.92671,8.353637,3.964798,8.31247,-2.41611,20.77699,5.29279,12.14773,25.35626,26.88131,27.59215,31.15423,31.88937,32.06939,27.82407,36.76629,36.05377,9.341502,21.46949,40.88409,25.70539,35.11919,30.25688,35.4999,27.32225,27.27155,14.13472,19.37224,17.63929,22.83245,21.8931,53.58934,26.83888,27.12834,21.19097,35.6961,10.81272,0.3494832,11.58316,11.8738,-9.196117,7.899162,5.700634,7.941206,-4.996009,5.93562,-9.480856,6.459976,11.55804,-6.676631,13.32767,-1.167212,6.44004,-4.252326,8.704144,-6.52051,17.60757,-5.440259,9.223817,0.5666922,-17.60621,0.3900588,-12.1415,-11.43283,-4.574841,-18.18828,-13.74275,-22.69759,-7.408915,-11.26409,-13.10592,-5.074965,-15.11905,-11.56668,11.14922,7.742117,5.207307,41.79611,-15.14057,-15.14195
3806218.75,exit,1.084162,-10.75913,-18.95162,-38.57089,-23.87517,-10.26444,-27.83204,14.43607,1.983445,3.801907,-18.30982,0.3354094,31.55281,-2.948128,-0.4396869,-15.23895,-16.14763,11.18214,-28.47666,-6.293973,16.36115,-10.22857,-12.28199,-10.80347,-31.53208,-28.20942,-6.798278,-7.202043,-10.89733,-20.40298,-11.91723,-18.23617,-22.156,-5.065069,-7.779501,-13.82957,-11.60294,-7.815054,-14.45912,-19.66982,5.806764,-7.198491,0.8055544,-3.178429,-15.96345,-0.656888,-4.856812,4.667643,-4.890873,-10.2263,6.987248,-16.267,-0.4607615,2.405417,26.56241,5.662593,2.196918,5.375975,8.09459,26.42414,36.4027,-2.986422,29.21417,2.631726,9.833484,6.64288,-2.073801,18.97493,5.272137,7.043828,-4.005475,-3.342261,4.14725,35.0197,32.12033,-1.139523,3.590523,3.495545,18.44234,19.2123,23.17151,-11.32366,-17.84428,-12.92445,-35.78335,0.1219169,-10.01143,-8.930268,-2.37974,10.85155,-0.8575395,-17.95749,-16.35776,6.633434,3.342416,-8.425111,-18.85117,7.60393,17.94952,-10.51068,-12.32887,-0.5218533,-15.43791,4.596569,13.90319,16.0927,0.5935281,6.535598,8.172405,8.33331,4.665364,3.65556,5.782186,16.51765,5.01394,12.15353,10.66932,6.152822,2.855966,7.006091,7.126947,2.592856,6.211109,6.213642,6.220271,1.12425,15.96438,10.27471,2.770472,5.412518,1.585627,3.961171,-1.674797,-4.610421,4.803208,-0.3772957,-1.784446,1.035361,-0.4398002,-4.815534,-1.810963,8.212622,11.32799,-6.813357,1.729321,17.10316,-6.497071,-0.2897404,0.5557795,10.9335,1.490991,0.7220461,-4.127339,-2.708537,-4.521396,-0.3313619,2.417804,28.24194,0.1756817,-8.683719,3.882807,35.61191,8.229482,2.519392,15.24902,13.9661,-1.106718,5.771036,11.26624,11.54509,4.956019,-1.904765,-15.40624,3.281343,8.967272,-10.69497,11.59073,-6.932913,4.537146,-24.44325,-7.681716,-24.53401,2.729499,-22.54344,-4.721145,-16.42583,-34.13382,-21.82073,-20.36056,-17.57902,-9.150379,-19.27699,-24.19355,-37.6126,-4.577126,-25.09868,-11.72879,-10.64815,-16.16827,-13.74219,10.99397,0.3135839,2.98317,31.27602,-12.09904,-4.921003
3863792.96875,enter,-19.09702,-19.7517,-25.83376,-42.84229,-16.25776,-4.952789,-16.71149,-15.27895,-17.41374,-10.74491,-34.0113,-4.383976,9.345383,-20.22524,-20.98938,-19.18695,-26.5904,-11.25168,-45.48034,-20.51014,-5.390066,-15.79881,0.3960462,9.837417,-8.794734,-1.129621,17.48496,8.271569,9.999848,5.847424,19.30854,10.20847,-7.423178,19.06469,4.324835,2.295078,16.79944,22.84162,18.08849,9.942218,17.48583,8.133151,14.34103,19.01528,8.435107,32.5259,27.31185,10.95129,2.329887,8.431849,37.01597,18.6658,-7.219418,-4.611791,7.354806,2.816276,5.355369,28.34506,41.40792,3.061538,14.38471,-21.97308,8.808302,-0.5354652,13.41117,24.32756,-11.01064,10.00911,-11.88471,6.990585,-10.85286,-10.2574,-12.67507,36.61221,30.67824,-8.980473,-2.951203,2.955035,11.72557,-2.444888,21.22213,14.98212,9.110008,2.438474,-20.52905,20.5609,7.558267,6.999325,27.89311,30.12742,11.32828,-7.8231,-3.749068,29.2304,15.34449,0.3924883,-9.728496,34.30932,29.96274,-5.631881,-13.43811,-2.050323,-14.26918,-4.434451,8.01791,9.875647,21.6675,26.56054,4.655274,3.085539,-16.84958,-16.77407,-13.34065,1.132943,-9.059596,-2.137193,-9.473012,-6.48111,-6.514092,-3.209393,1.330365,-6.983769,-5.685673,-5.661715,-4.260463,-14.76488,-7.488383,-12.87958,-11.81807,-8.147591,-13.10135,38.60056,35.60423,-4.973174,4.934884,-2.086827,7.442146,10.87371,18.25297,24.27325,31.39117,40.38279,43.0636,15.13734,32.44956,49.93908,25.11307,26.90749,10.80497,11.70716,-2.915006,-4.596797,-10.36026,3.103111,-19.6873,-13.13273,-9.213778,39.65811,34.83721,28.61139,28.66045,10.39343,-12.08429,-24.70493,-7.777369,-11.96801,-30.50136,-5.976261,-10.30279,-14.01893,-24.04837,-20.20727,-36.5019,-12.37051,-10.10565,-17.5618,-8.084537,-9.253824,-14.52684,-7.793552,17.65309,-3.307525,19.69817,-4.614188,8.079155,3.099529,-13.59637,-10.65288,-1.194075,-4.130468,1.65004,-7.49979,-8.506516,-25.01647,4.701241,-14.23967,-0.8181729,-0.5201569,-4.785467,0.7115459,26.47333,-8.590242,-13.31319,-12.7331,-1.946674,7.188683
3893398.4375,excite,-7.983265,-30.30325,-44.12824,-47.46136,-25.35012,-6.964416,-22.76117,21.4882,-6.682451,-8.487295,-33.00557,0.1832973,45.96842,-10.83453,-13.92078,-12.98515,-9.060687,20.16906,-29.14441,-8.592838,18.72827,-3.003537,-8.311643,-7.175433,-27.65261,-21.50886,-2.412833,0.812894,-3.653502,-13.30278,-5.785637,-16.03444,-12.60592,-1.488661,16.80252,1.875716,-10.74561,-21.07227,-32.40925,-34.00345,28.2426,8.490899,8.167317,-6.591255,-26.46577,-21.87473,-27.61987,26.63693,13.22277,-12.89049,-11.78427,-39.7626,33.93597,34.97118,53.21435,13.18841,1.698146,0.9563367,7.19601,47.25076,52.18354,23.22819,46.38086,11.61072,22.1129,20.61858,31.1517,50.3272,23.84925,25.58745,31.04594,31.26005,22.11987,57.05203,51.90591,33.74465,38.15431,34.68048,41.19057,36.0074,53.85398,-18.40532,-9.188252,-15.18131,-41.11129,-15.22289,-11.7771,-4.311053,-8.932397,3.391319,-8.112395,-22.82452,-41.69212,-7.417019,-3.480789,-8.100185,-27.93216,-6.243956,9.988583,-20.36458,-21.83104,-4.192472,-22.20737,5.652788,21.06661,23.67866,-6.097186,2.087658,21.35988,19.88315,13.06531,12.57351,16.75818,26.66612,14.49776,21.21705,13.16936,10.62686,12.02636,17.50104,16.48562,11.9224,16.12654,15.20663,16.00876,6.609251,18.675,14.02883,11.44751,10.27706,9.32617,-7.132782,-7.708643,15.83696,31.82924,23.57552,11.298,2.324614,-9.594279,-16.95005,-24.38998,-12.09257,-2.723276,-21.22238,-14.137,0.4660369,-20.0303,-17.22651,-2.369452,18.03938,14.78716,28.1767,24.72403,27.9008,28.55044,30.83287,20.21061,29.85185,-16.8419,-8.447453,3.970844,43.85861,19.53684,6.281207,17.13527,25.67852,10.36314,21.48952,22.08713,22.35647,16.53377,20.99444,8.413031,28.47167,40.16914,24.58497,41.65186,31.99752,35.21816,-20.18718,-6.218756,-26.3838,-0.3162659,-26.37825,-13.3642,-25.60514,-42.21122,-26.97437,-37.23003,-36.54757,-50.03008,-50.62682,-40.18125,-45.17126,-36.26697,-37.51126,-42.8935,-54.10307,-49.06014,-45.95745,52.46779,9.79424,33.7387,38.43875,-64.25851,-42.0233
4071996.09375,exit,6.685866,-3.792328,-8.252045,-24.6381,-16.33169,-6.576194,-26.11747,12.9876,7.006508,7.247635,-8.958163,6.019572,43.49372,4.561245,4.358017,-3.42499,-18.00154,23.01709,-44.62519,-18.22812,22.0381,-22.08438,-2.161522,2.298481,-15.3965,-9.513389,12.77541,3.45163,2.016743,-3.036656,3.65453,-4.028625,-16.11461,4.787364,-0.2377235,-9.259561,0.1652718,6.222,-0.598542,-10.52466,7.515205,-3.244253,4.263594,6.304857,-0.2856877,15.81895,8.149298,5.461471,-5.966465,-4.50475,24.20554,4.048217,23.17768,25.75765,30.59517,11.51717,17.42826,16.37268,20.60213,36.4222,46.11087,3.123571,24.55259,8.821805,20.64868,21.31378,20.86796,41.01488,13.26975,19.55377,21.0045,19.29256,13.39328,56.48081,50.05849,23.9743,27.44473,28.72678,39.21555,30.56006,45.57616,-4.838125,9.048629,0.344381,-13.89596,4.425735,-0.8138682,8.062158,6.022188,13.79002,5.418084,-9.189357,-7.120056,8.119555,4.416306,-9.417167,-10.5655,10.11863,18.43047,-2.791629,-15.04484,-1.754383,-8.110802,7.609234,20.24496,21.21595,9.049788,10.39946,13.10511,14.0964,8.820097,8.686745,-0.7727287,21.0658,10.85416,17.621,3.143729,6.910509,4.036246,3.128559,14.10532,4.764199,2.662763,0.8663934,2.462354,-5.319841,-14.38371,-49.19175,7.65987,2.531495,-29.47324,26.94424,14.47817,-4.537169,2.385057,-9.431129,-1.531278,5.030663,11.59093,18.62777,20.34413,26.44683,21.19271,6.754855,11.52823,33.23476,16.09059,25.67007,16.04965,14.89848,-6.407641,-9.187991,-14.85067,-1.064311,-10.98986,-2.33497,-3.298671,48.01266,32.85241,22.44173,18.77437,42.95487,20.52111,12.60837,21.42955,33.16657,20.92437,32.16197,22.81827,34.71922,24.24659,22.70532,5.646203,28.12878,29.75094,4.945686,32.66671,25.23783,24.60119,-6.397751,8.255347,-9.024077,12.7162,-7.080741,4.52479,-3.36902,-19.76075,-7.497113,-6.022564,-1.738909,3.750644,-9.845765,-12.88302,-21.99436,5.948987,-6.672247,0.5019947,3.328371,-8.298919,3.654439,26.30016,22.13916,25.45614,23.11062,-6.549143,6.615568
4301441.40625,disgust,32.62251,5.969824,2.083942,-17.38937,-10.00945,-2.241768,-23.03166,31.80332,33.50886,16.83165,-12.85505,12.32985,34.52609,9.851168,-3.784668,-0.8061457,-13.79811,18.1091,-15.28646,-5.025336,21.93559,2.335313,-2.862979,0.1416243,-18.42143,-18.13087,-1.530833,-0.4588028,-3.068536,-12.0746,-8.176241,-16.09596,-17.87088,-3.020724,-3.845067,-12.4921,-13.89051,-16.54386,-21.42013,-23.22175,3.52392,-9.220799,-2.969629,-9.463876,-21.04283,-8.218781,-13.31456,0.9084848,-6.248588,-14.04424,3.075515,-21.48887,-2.409964,-0.03708842,16.67859,1.411487,2.278788,7.598222,17.94927,35.61857,30.77435,-8.580062,24.16708,-0.5851273,4.739097,18.33575,-4.150509,14.17317,-9.858168,2.829428,-3.96676,-4.518946,-9.139108,30.98478,33.98659,-1.958706,1.085402,11.41928,13.65535,16.8068,29.07928,-14.78812,-9.129836,-15.70651,-34.74628,-9.534493,-10.95397,-9.385464,-7.057159,3.958615,-4.05055,-22.51869,-30.26945,-0.3524832,-7.305208,-16.67312,-28.62616,4.918838,5.034177,-12.35901,-22.10399,-0.72528,-24.00612,6.474275,11.17483,12.51549,-3.752484,1.103048,8.582241,7.247335,0.3242187,-1.25828,2.351965,18.25286,7.145351,13.72453,7.695775,0.1989184,3.899183,8.521248,5.434603,5.159161,8.110953,7.229524,7.019255,0.1926094,10.13967,11.53781,5.059081,7.607129,-2.696556,6.443221,-6.947794,-6.377015,5.761962,0.3545614,-3.198429,0.6108741,-1.659708,1.356182,-3.967935,4.207663,5.935642,-6.197817,-1.696557,15.25155,7.437639,17.87379,11.18159,9.4694,-1.888637,1.743971,1.680587,4.628561,4.305981,1.570315,0.03347065,41.33645,16.07108,-0.8364521,9.820484,34.23756,7.733153,-5.128083,12.8007,9.665439,-6.457974,10.31883,8.787321,4.903528,-1.842491,-9.156426,-14.73768,9.299043,4.920602,2.945442,7.092994,-11.01196,0.1046452,-15.77663,2.250688,-8.633015,11.56271,-6.278279,4.256969,-4.543251,-27.78108,-20.6124,-15.22095,-18.25907,-10.92367,-7.258328,-8.762703,-16.07885,3.817278,-1.121535,-2.475378,-12.17743,-5.64146,-21.94585,6.555258,20.68401,6.20161,21.06464,-0.8089339,3.097008
4423789.0625,exit,7.518084,3.203231,-6.606032,-13.60518,-10.89614,0.7283548,-15.8811,10.59678,7.919538,12.36325,-7.540865,8.723469,20.93887,-2.021775,-0.3646992,-4.60766,-10.80009,4.133057,-28.92838,-11.55009,3.229203,-5.5407,3.508984,12.30595,-3.229428,-0.7971111,15.54119,7.903643,12.20185,5.939003,13.08051,-0.4563309,-8.293806,18.82893,0.3338567,-2.397038,10.18656,9.355642,-0.9458213,-8.685163,8.516792,0.4006314,8.380456,10.51561,-3.775319,10.76897,3.727026,3.678782,-3.419436,-1.518171,16.72017,-4.057116,3.287309,4.606141,18.93569,9.017478,4.061717,5.241999,9.169766,25.34908,29.36475,-6.27635,19.07499,7.194093,8.311465,3.646268,0.4754723,18.45201,-1.87391,0.8882442,-0.3006949,-0.4175829,-2.404886,30.27769,29.75444,1.459524,5.929646,7.349753,15.94014,15.36584,22.59055,0.5858448,1.445628,2.321522,-15.73251,10.66408,2.45495,5.899966,7.100206,16.10635,8.915589,-7.743886,-1.209877,7.329245,11.62481,10.3771,-11.07403,12.58959,24.49096,-1.71593,-16.58821,1.383437,-16.40484,4.014994,14.14866,14.55689,-6.925054,10.06631,5.477032,4.478084,1.524459,1.099952,7.088663,8.720153,-2.028335,4.341011,-0.4624873,4.785441,1.897198,7.322455,6.082099,2.677341,5.038701,5.162949,5.323442,-1.909113,6.145012,1.298384,-3.73329,-1.079964,-0.8466276,7.09056,-2.818086,-10.08108,2.965655,-0.8452121,1.845152,7.136051,8.660872,9.556327,1.535554,16.34871,21.16658,-14.35836,5.928605,21.85219,3.434006,10.99215,11.73628,18.08253,2.985593,-1.493908,-9.344092,-5.483936,-12.2312,-6.348666,3.255716,39.30504,1.262694,3.021623,4.285883,23.63929,2.608193,-7.696912,0.3357921,4.689081,-10.18003,6.022748,1.989973,1.450357,-13.14883,-13.20317,-21.58722,1.649745,9.310049,-20.52961,12.01563,3.68265,4.596013,-6.046885,14.31346,1.112949,19.23508,-0.5330272,12.32486,4.132913,-17.02945,-8.808576,-4.204797,-4.736823,2.101311,-2.078313,-4.099559,-15.75781,12.61505,-5.473057,6.759223,-0.04221145,0.1173502,-6.35042,7.930212,-3.800175,-2.982045,11.86207,2.616266,11.15889
4481382.8125,enter,-11.74258,-21.32763,-20.78226,-29.39388,-23.42783,-12.34317,-24.64137,4.802958,-11.32443,-8.525992,-13.00245,-7.621466,14.75231,-19.30079,-10.72416,-13.14445,-16.50476,-3.62002,-43.61653,-19.2942,-0.3022749,-13.81916,-9.888097,-1.062259,-18.1302,-10.64478,9.206221,-3.208302,0.2280487,-6.460321,3.844597,-5.193889,-13.65898,8.042384,3.099877,-3.003793,7.37623,7.368497,1.762308,-4.183536,10.90534,-2.08128,4.875131,7.130671,-4.133119,16.47975,11.85379,6.690139,-2.616603,-4.532878,19.70248,6.270404,-11.63416,-9.28368,7.885229,-0.7736248,5.016976,12.2392,28.89807,20.43466,24.86079,-17.25791,14.77533,-2.790508,9.035612,16.10903,-12.36028,4.893321,-18.6002,2.156754,-13.19409,-14.62723,-19.27743,17.89708,23.74861,-10.79693,-7.596446,-4.211651,8.898203,13.45153,10.89836,0.898535,2.869012,-2.242721,-25.10986,11.9092,4.497433,6.930057,19.41403,21.09384,7.278667,-9.514883,-19.64106,23.4996,13.7233,-4.907018,-16.54659,22.71999,25.36454,-5.541437,-20.30369,-4.171763,-13.94097,-2.531169,6.120923,6.406453,19.09752,23.16993,5.353172,6.077871,-1.159559,-1.456702,-0.7153739,5.000433,-2.359267,4.054861,-3.437745,-5.558423,-8.094259,-3.042354,-2.175594,-8.599027,-4.244226,-4.016281,-4.996768,-16.77039,2.399352,-2.648739,-4.856865,-5.394005,-9.379341,26.62531,22.1895,-4.700526,6.47753,-3.999968,-1.322713,-2.733869,6.159451,12.25762,19.69078,27.64853,32.47425,19.84725,25.17888,39.78184,19.4838,18.98166,3.869986,7.377568,-4.94992,-3.070265,-7.532287,1.980808,-9.143171,-4.979801,-7.450111,36.54113,26.21119,19.90236,16.36864,14.00388,-2.589861,-20.75959,-8.457647,-5.390457,-22.61608,-3.905211,-8.028797,-9.175218,-23.33237,-16.67634,-24.78452,-4.360371,-3.419617,-9.636197,-0.9815936,-16.93071,-8.34499,-7.182591,5.360245,-12.91766,5.099853,-15.91934,-3.264135,-3.540858,-25.49678,-11.78054,-15.38564,-13.03019,-9.187716,-20.83603,-17.39241,-30.77439,-6.559304,-21.08536,-12.53087,-11.24817,-19.48995,-11.80693,3.573025,-4.620734,-9.530687,-0.1157908,-17.21815,-2.579507
