Time,Event,A1,A2,A3,A4,A5,A6,A7,A8,A10,A12,A13,A14,A15,A19,A22,A24,A26,A27,A28,A30,A32,B1,B2,B3,B4,B5,B6,B7,B8,B9,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B27,B29,B30,B31,B32,C2,C3,C4,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C18,C19,C20,C21,C22,C24,C25,C26,C28,C30,C31,C32,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D15,D16,D17,D18,D20,D21,D22,D26,D27,D28,D29,D30,D31,D32,E1,E2,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E32,F1,F2,F3,F4,F6,F7,F8,F9,F10,F11,F12,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F28,F29,F30,F31,F32,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G21,G22,G24,G25,G30,H1,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,EXG1,EXG2,EXG3,EXG4,EXG5,EXG6
2400285.15625,exit,-53.14986,-16.24995,-26.50886,-9.810579,16.49196,22.22916,22.94778,-45.27811,-19.05943,4.600806,98.20567,22.34297,-27.88157,-5.922228,-28.25418,-33.74404,11.33365,5.486863,-17.23835,-38.67159,-17.27543,13.48167,5.63171,-5.846048,7.47068,24.18966,25.78912,16.42753,9.956434,21.78084,11.98932,16.23439,23.77314,22.35143,-10.55553,12.21446,4.032592,7.555688,20.3483,7.861499,31.98018,3.729173,9.440505,-14.17529,-14.7823,8.190505,-3.531826,1.662104,2.067252,-5.79223,-23.14555,-13.39093,23.03391,-11.51827,-10.15242,-11.08018,-9.540548,-31.75089,2.095305,-14.73674,-8.53312,8.596354,-1.287967,-13.36745,4.087413,7.211948,5.016033,-23.0017,-20.38831,11.36629,15.46064,-28.69306,-25.86044,-17.95626,-19.82841,34.98672,31.60855,30.15689,14.17759,1.466182,23.25306,66.66587,53.79927,6.45897,11.36089,-1.857055,-1.1601,-26.25408,-52.46267,-34.39439,-51.09533,-20.4641,2.074399,22.2173,-25.44435,-27.11078,-23.86046,-7.70812,-27.08811,-15.06876,-14.65137,-13.87559,8.857264,-11.39732,-2.386511,-12.16746,-14.63663,-9.094662,-19.45536,-10.07993,-18.72798,-20.22386,-18.97981,-19.81799,-29.53554,-31.46318,-23.29646,-29.70531,-27.17981,-25.68769,-27.15119,-34.42093,-27.54432,-27.31993,-30.03959,-29.14515,-27.41294,-30.608,-28.81297,-34.38552,-7.272171,30.19843,-7.864809,-6.647257,-17.80386,-5.589564,-17.36172,-17.82299,-4.390487,-4.74833,-7.720818,-14.31279,-12.22246,-2.005866,-7.322877,-19.01828,-16.09891,-13.81387,-2.347945,-5.232041,-1.03185,-0.495316,20.07216,12.22255,4.274995,6.796818,-19.33359,-2.531892,1.291362,-10.48362,-35.08249,-34.46317,-28.34344,-24.91247,-23.86979,-24.36779,7.153778,-18.69814,-24.10366,-20.36372,-20.30552,-26.599,-30.67427,-54.99732,-35.52015,-51.47416,0.4728844,-3.516571,-15.20414,-11.8414,-1.843792,-20.49368,-7.607492,-5.848071,6.431342,4.966906,13.87823,2.027994,-14.43334,-0.2470998,13.01048,-0.3073103,-16.2206,-19.40368,-21.21044,-6.235134,-26.21445,-20.85687,-22.53292,-51.74547,-20.9578,-50.48255,-18.68829,-31.94201,-41.73765,-16.65619,-27.7629,-23.12511,-28.48259,-25.87983,-34.14664
2457878.90625,enter,-30.72713,-7.182215,-12.03769,-24.21865,-21.12999,-14.62969,-13.29786,-15.74962,-9.192838,-28.29638,26.81717,-1.329836,-13.15978,-12.84901,-11.35784,-6.621412,10.57381,-8.319009,-6.837052,-13.05396,-17.88332,-11.09244,-13.33768,-25.31479,-16.60406,-4.856211,-7.608745,-4.704267,-9.559049,-3.506329,-6.176444,-3.941099,-7.746086,5.536702,-23.52238,2.795715,-14.88994,-6.798991,-3.550698,-20.31228,19.49778,-9.854079,1.293707,-21.38661,-26.3939,-14.14571,-7.911284,-5.066803,-4.974854,-19.97486,-4.371767,-14.57845,23.47006,-8.450473,-2.534029,-4.746585,0.7295882,-8.519923,24.02984,-14.87936,5.671445,18.58788,6.490925,-3.400457,17.86439,16.43058,16.50656,-10.82473,-2.529273,20.74772,25.80133,-4.412003,-6.403899,1.48762,2.996664,44.60006,-16.23214,-24.06527,-20.10425,-19.74252,-18.26029,-24.87197,-17.46406,-20.45861,-15.28686,-15.11657,-20.23659,-28.99146,-17.61915,-7.305298,-35.5133,-23.59432,-16.35153,15.24655,-5.974076,-7.575208,-10.96093,3.418837,-15.77592,4.506978,-0.6129102,-0.8895665,13.46726,-9.094498,13.28582,-1.588462,-2.87498,1.330585,2.858027,6.269733,3.19313,1.857155,3.431158,1.55403,-13.41157,-15.56583,-8.665709,-5.692968,-10.46076,-10.90851,-7.952307,-14.05854,-13.6833,-10.44648,-14.17876,-13.89521,-4.640732,-16.20455,-14.50027,-6.288638,-12.45541,16.33164,-16.88313,-15.0204,-23.34481,-7.055162,-26.75883,-22.57073,-12.00217,-21.50486,-27.3259,-22.21866,-20.18174,-4.502185,-7.410134,-18.26776,-14.46224,-11.00254,-5.670773,-14.95921,-6.753399,-10.11642,17.04548,2.691899,4.220654,7.536133,-16.6607,-3.440306,-5.953197,-5.017472,-18.34233,-10.47815,-11.78314,-10.19196,-8.324754,-9.704745,22.14298,-3.849517,-6.658356,-8.016114,-11.48399,-17.39106,-25.57696,-37.1189,-33.93721,-47.37015,5.721553,-0.05850174,-3.372799,-11.40584,-6.1331,-0.2369543,-33.58256,-22.57672,-10.69168,-13.65344,-3.661023,-8.20577,-33.59673,-21.44898,-3.988822,-14.44849,-25.3734,-27.48848,-30.03292,-20.60937,-31.56648,-26.46518,-26.77659,-49.41966,-28.54543,-47.7607,-26.54772,-33.73465,-42.60073,-9.175584,-14.94219,-9.112071,-10.55894,-22.46177,-29.78282
2501144.53125,disgust,-20.41592,4.665667,2.281322,-10.1721,-13.14399,-5.262058,-5.407888,-17.12354,-1.316676,-8.645829,34.41685,-1.756704,-18.10771,1.163508,-11.64934,-0.7369338,21.37967,-4.836407,-9.022096,-10.67965,-15.76346,1.824152,-2.733733,-10.19844,-2.917179,11.42601,0.290432,6.057429,1.145939,10.51777,-1.560278,9.076729,6.803017,4.450632,-18.6977,5.229062,-3.73199,0.06729589,5.665172,-12.78247,20.2034,-2.154133,2.310604,-19.3866,-20.45504,-6.044709,-7.055522,-0.9127643,0.6402736,-12.2767,-11.37841,-11.36644,26.33899,-7.186457,2.24421,-2.322576,-4.923619,-24.84826,7.190211,-13.23535,-0.294203,20.76065,10.37091,0.6969,12.87121,20.58275,17.77585,-7.797318,-17.27359,24.95741,26.95111,-22.96296,-13.56961,-18.73745,-14.09457,34.11114,-6.73482,-5.566002,-6.926628,-9.500104,-7.586849,-12.55466,-8.117785,-8.249342,-7.633121,-10.46903,-10.887,-19.4822,-11.32386,-4.975253,-32.83004,-13.15347,-18.769,16.2647,-1.731024,-13.77505,-11.86512,1.747282,-18.90215,-8.286067,-7.663544,-8.416033,9.989837,-10.80075,-0.4704027,-12.32625,-14.01058,-16.18876,-13.63875,-6.861746,-13.8491,-15.3087,-12.79542,-13.76057,-26.01166,-28.14908,-17.82384,-21.38272,-22.39606,-19.50791,-21.75023,-27.66712,-31.11702,-22.2621,-27.02929,-30.86364,-24.38492,-26.88444,-30.28759,-31.74671,-5.201694,16.77366,-13.35443,-12.93141,-23.45122,-5.161904,-16.15998,-21.24683,-1.275687,-12.39748,-22.89727,-7.065262,-14.35229,2.36288,-6.891746,-13.15195,-12.62405,-6.29879,-5.107393,-11.04435,-3.251554,-14.60431,19.54598,10.22782,6.308589,8.799205,-12.92467,1.650056,-3.271345,-1.18818,-28.98429,-24.62312,-18.9209,-16.55478,-17.28274,-21.30754,11.67486,-13.31537,-22.75847,-21.20067,-23.92491,-16.30824,-36.04985,-57.56625,-40.40541,-49.74041,-3.889055,-11.6943,-6.92404,-6.712167,-2.183021,-12.70981,-18.44278,-8.765147,2.262289,-0.3173602,11.38811,-1.285285,-17.65711,-5.698468,13.71078,2.95953,-6.839351,-3.776991,-21.2157,-4.184131,-6.911983,-8.633165,-2.82053,-38.81606,-6.59045,-37.46402,8.165463,-9.060383,-19.39115,-9.746515,-39.67949,-28.83303,-15.02834,-10.19831,5.192221
2519972.65625,disgust,-34.1634,-15.34403,-23.14378,-24.01136,-4.105411,-12.5953,-14.14304,-17.27624,-15.76929,-21.40587,30.50763,-13.94114,-18.91043,-6.817742,-17.08,-19.88658,7.01134,-14.98667,-10.37585,-28.46038,-17.28198,-9.544045,-10.49205,-19.80194,-10.9618,-3.273652,-6.777855,-4.453939,-8.593104,-4.380984,-11.80178,-9.448476,-9.327681,-6.551713,-31.73125,-7.045271,-19.10318,-16.05844,-13.24247,-30.59915,7.102902,-15.19528,-10.38827,-37.84882,-36.48233,-23.47896,-24.30967,-18.83451,-13.40243,-26.82509,-11.27097,-14.62003,18.78397,-19.62053,-3.778874,-7.064234,-8.780534,-18.46121,11.2883,-20.33068,-2.906427,16.06769,2.172181,-8.329695,8.842896,14.19184,9.681118,-16.83528,-18.86736,16.9543,17.83236,-16.65214,-14.98133,-9.483202,-7.737035,35.50768,-21.52664,-21.44543,-17.58198,-10.97103,-25.02071,-27.9569,-16.30972,-25.84107,-18.69192,-16.3388,-17.6402,-18.23071,-17.19218,-8.504072,-33.18023,-15.13115,-20.08602,5.696302,-13.72102,-4.558407,-12.28108,-1.058513,-19.54816,-4.375668,-5.371551,-6.433955,11.68065,-16.79386,-0.900913,-7.643628,-8.982255,-2.7115,-10.31316,-2.688735,-8.985287,-10.17694,-8.917264,-10.42436,-17.37538,-19.2774,-9.332173,-12.65835,-14.23604,-15.39731,-14.16928,-20.3548,-20.89592,-14.93114,-19.66398,-24.6949,-17.36539,-19.55661,-24.01691,-22.22779,-14.4823,4.267421,-25.72474,-25.39212,-30.82336,-20.22743,-33.72823,-30.85259,-16.55663,-28.40337,-37.0728,-20.96774,-27.29592,-7.193189,-12.41031,-24.52305,-25.58245,-29.36063,-10.85234,-19.52794,-13.40717,-15.3651,14.26567,-4.863342,-9.476953,-3.072759,-23.90418,-7.724915,-10.15544,-7.713667,-26.64879,-24.52592,-19.59778,-25.37437,-17.14115,-12.72257,15.68756,-12.0691,-15.5322,-9.488665,-13.6142,-19.33698,-37.04803,-45.32361,-26.13781,-43.04716,2.133601,-6.611921,-6.754535,-12.37159,-9.571856,-13.15746,-23.9498,-13.53226,-4.767924,-5.83453,4.561913,-5.503629,-21.41699,-2.265825,9.341707,11.68843,-63.35009,-57.89982,-38.82265,-21.70759,-61.65452,-28.0245,-59.88519,-55.00024,-72.81667,-52.7547,-46.5994,-33.42407,-40.58502,-4.181253,-15.80756,-12.83353,-11.91974,-31.89832,-25.36876
2533957.03125,disgust,-29.65234,-9.807997,-18.98652,-21.48489,-22.36261,-21.40772,-19.69197,-16.07058,-16.85518,-28.47793,20.93452,-15.62258,-25.16313,-13.5567,-19.74559,-20.26097,20.68669,-15.96939,-15.75039,-35.15496,-23.5237,-12.94054,-14.08103,-19.02232,-11.84591,4.540745,-7.750439,-5.106988,-7.644947,1.468122,-7.359867,-3.694012,-2.090265,-3.756006,-27.45648,-2.551083,-13.52582,-5.193082,0.6847142,-19.30527,10.72734,-9.775114,-7.168911,-25.88574,-25.26526,-8.143346,-14.24572,-12.46486,-4.77096,-20.66927,-10.73603,-17.31823,23.22807,-13.8566,-5.426349,-6.134226,-2.592512,-20.64985,11.7865,-15.94799,-0.8653224,12.16191,2.318211,-6.834228,9.864826,11.10796,4.328451,-11.60284,-16.4954,15.01804,14.54067,-18.59931,-14.36227,-13.55045,-11.24827,33.5699,-12.18412,-9.607533,-11.64581,-12.34475,-16.91986,-17.9359,-12.70007,-19.27522,-20.73853,-14.3993,-12.36402,-13.33485,-20.7192,-7.469222,-30.6808,-7.13367,-19.42241,16.06611,-9.774071,-6.760414,-17.90112,11.06952,-6.459164,-11.67925,-15.63309,-16.4911,7.419564,-13.13803,1.716871,-10.85722,-10.33983,-15.038,-14.23817,-10.52899,-15.05238,-16.32265,-15.33038,-15.81624,-31.8334,-33.49716,-20.72688,-26.26367,-28.82859,-27.66511,-28.42246,-40.54692,-36.20162,-27.64438,-33.64605,-34.9269,-34.15131,-34.16294,-34.64749,-40.60839,-10.56974,8.11488,-22.19499,-18.33228,-29.06005,-12.74987,-24.58506,-23.41546,-8.162241,-21.50008,-25.44708,-17.53918,-15.24581,-3.958471,-10.64108,-19.6779,-20.18971,-17.74784,-5.006824,-19.93869,-9.699159,-18.18375,14.80893,5.284501,-3.462084,0.4691376,-18.5369,-3.763279,-4.200706,-6.035731,-36.48507,-28.546,-24.26009,-26.67416,-26.95158,-25.08529,8.594406,-16.10119,-25.75357,-23.05391,-27.12437,-36.28162,-45.46338,-70.02147,-30.62178,-55.71346,-5.536869,-15.68974,-10.85899,-5.75454,-7.567266,-11.85694,-24.60046,-16.13407,-12.00973,-13.25437,2.305253,0.7082668,-20.47653,-8.931092,10.70481,4.678876,-31.27291,-20.87999,-13.21068,-12.1151,-26.26098,-11.0104,-22.19666,-39.86963,-25.91871,-38.83085,-17.21695,-7.401837,-19.10394,-6.335268,-25.19366,-43.34683,-31.45636,-2.53501,-12.99571
2579722.65625,disgust,-30.70079,-15.07433,-16.67603,-21.28859,-17.22256,-9.395655,-12.64601,-23.6855,-9.515076,-21.46609,29.85253,-4.545928,-20.70279,-18.00896,-16.62783,-13.28913,-3.738128,-9.376003,-11.72231,-44.23604,-11.15117,-5.711549,-6.032957,-11.56059,-2.127282,9.190187,-6.211603,1.344226,0.9373893,7.76356,-4.894924,5.976272,4.026184,3.259789,-21.78591,4.917002,-6.274592,0.8288952,3.374204,-17.54331,17.74243,-30.45087,7.959152,-20.75581,-22.29716,-8.904427,-9.119164,-5.381709,-4.328493,-17.35848,-12.90417,-14.45559,26.61224,-9.67819,-6.870778,-9.675657,-10.37677,-21.12864,10.26557,-12.04981,-1.970763,16.62665,2.76415,-8.199726,8.968587,14.73216,6.230208,-15.96593,-23.66492,19.11469,14.80917,-18.04079,-16.30071,-12.64969,-10.79487,33.6319,-11.33831,-9.667648,-6.505285,2.708782,-17.2972,-21.23564,-16.50743,-11.19526,-19.59507,-15.32713,-17.45924,-32.80889,-21.44117,-12.24472,-35.52774,-29.13739,-19.46432,12.74824,-12.34791,-15.4426,-17.79817,-10.58519,-28.586,-10.0685,-10.76093,-10.60645,8.703827,-11.54279,-0.6635683,-10.36073,-10.86299,-10.94603,-11.10086,-4.401269,-10.31392,-11.3076,-9.436885,-10.68477,-23.37256,-25.18274,-18.99092,-19.25715,-19.54926,-21.46842,-20.19137,-28.69789,-20.35297,-21.26236,-23.24006,-25.88129,-15.7216,-25.30138,-25.52662,-23.25379,-9.676011,3.069608,-15.25678,-16.39005,-18.24101,-10.93348,-22.30626,-22.98192,-8.933199,-17.33655,-27.52093,-19.89796,-22.432,-4.306192,-9.449256,-13.00398,-14.89582,-15.55243,-10.92948,-13.55989,-6.787649,-14.38381,19.76978,8.702647,-0.6822022,4.942834,-11.90386,-2.849081,-9.489152,-8.297679,-30.32341,-29.96874,-22.43796,-24.30425,-26.74952,-21.39985,7.367528,-19.77141,-20.82308,-18.69463,-28.70317,-28.26637,-37.80058,-48.13623,-37.63469,-53.00965,0.08672245,-9.682284,-4.767838,-5.065003,-3.361326,-20.56929,-9.067309,-5.458039,-2.589561,-4.150647,10.69041,18.27068,-3.294122,13.49372,29.80405,-4.632176,-72.17651,-28.84836,-25.07803,-10.45341,-43.79129,-28.18391,-40.4285,-54.09178,-80.11604,-51.83398,-47.47735,-56.08874,-64.83218,-17.94468,-36.65108,-29.53559,-11.71197,-33.42912,-47.07725
2599320.3125,disgust,-23.4497,-9.162304,-7.180138,-23.18453,-20.20088,-9.664111,-10.79231,-13.39512,-9.736291,-14.8989,31.88568,-6.927256,-9.793539,-4.029311,-7.299004,-2.987131,18.78338,-14.36167,1.413916,-12.52826,-23.01206,-12.18195,-15.66689,-24.61572,-17.84549,-9.992181,-6.383945,-6.119414,-12.93303,-6.753189,-11.18034,-6.115111,-9.964864,-0.5321145,-27.05553,-1.195528,-15.80699,-8.957438,-6.003079,-28.39079,13.87926,-6.75774,-4.077199,-25.13198,-28.21981,-14.98212,-10.19177,-4.945018,-2.995947,-20.5912,-8.915211,-14.26084,30.38147,-8.885292,3.048985,-3.900386,-0.4079282,-15.92957,16.44208,-7.762429,3.410753,17.69956,12.47024,-3.79732,16.56404,17.05967,12.02477,-9.524431,-4.450448,21.79467,20.31721,-11.78111,-10.15048,-7.246122,-4.986811,38.37598,-19.65855,-26.58106,-25.62898,-29.22897,-20.29224,-28.79169,-24.69162,-21.40653,-20.77498,-16.70428,-27.25017,-45.0144,-20.09527,-12.9909,-48.1178,-38.95258,-22.45706,14.43109,-8.722649,-18.73268,-19.19138,-6.441483,-23.33968,-3.497684,-7.213647,-8.835265,16.37975,-9.745832,4.772686,-5.241685,-2.160459,-1.976399,-4.222474,2.02227,-3.838775,-5.022484,-3.98082,-4.30272,-15.66037,-18.63739,-14.2137,-14.36385,-14.29403,-18.89289,-12.93255,-17.21518,-15.61052,-14.97255,-17.32121,-19.36617,-13.13918,-17.49857,-18.15325,-20.45041,-6.098547,9.536074,-18.96908,-14.13775,-21.35511,-7.245119,-22.48293,-22.17487,-10.90749,-22.87174,-31.76331,-25.62377,-18.15718,-2.098109,-5.532046,-13.06273,-11.95821,-10.25243,-1.871459,-9.913041,-6.402496,-18.47599,27.20416,5.33507,6.599485,10.24894,-13.35732,-0.3199253,-5.434865,-4.025074,-22.55422,-18.90108,-12.93711,-10.98642,-7.442036,-9.143792,17.62461,-7.49846,-9.927812,-0.1350432,-9.045432,-17.66505,-24.2768,-37.38612,-30.34433,-46.67835,3.60785,1.025233,-4.919616,-3.404169,2.492258,17.84301,-38.66809,-26.33287,-13.93855,-17.50765,-5.976419,-12.4752,-36.72252,-28.84854,-9.742798,-19.11271,-17.88897,-22.33129,-25.81266,-19.81574,-28.40709,-19.84749,-25.54267,-39.80257,-42.44577,-39.41897,-21.42407,-44.21854,-57.11628,-21.26398,-4.950529,-18.04315,-17.34528,-42.40814,-48.95047
2752988.28125,disgust,-22.84723,-7.133894,-14.07798,-25.41623,-19.67705,-11.14463,-8.789588,-27.62352,-13.44493,-24.76847,32.03073,-6.530608,-21.90079,-4.944758,-17.73959,-12.21146,9.555758,-7.812751,-6.787259,-16.60909,-26.26652,-12.03353,-10.51099,-17.16843,-9.823631,-0.7734776,-1.643336,-0.5154793,-3.812129,1.594844,-4.642488,0.2025515,-1.04707,3.695875,-23.65252,1.022058,-9.172588,-3.72196,-2.221648,-23.16947,15.42234,-2.746433,1.233309,-23.23471,-24.52033,-12.2103,-13.13733,-6.500532,-5.279408,-12.87135,-11.9496,-24.45266,18.79165,-9.360518,-3.449395,-9.730639,-11.23541,-19.00115,11.89318,-20.47888,-0.9489572,13.90745,5.585312,-9.248311,10.66346,14.21937,10.51316,-15.75933,-14.58795,17.55521,17.98592,-15.56756,-13.53942,-8.522475,-8.214904,37.66086,-15.66879,-15.0817,-15.96989,-14.36321,-21.93081,-23.58007,-15.50142,-22.06029,-17.89927,-16.72872,-17.86142,-33.9326,-17.45644,-9.848063,-38.0592,-28.05757,-29.12922,15.79554,-12.06068,-13.64879,-16.16232,-0.4647097,-18.03011,-6.163218,-5.74317,-6.878538,10.62971,-12.46171,-1.230591,-7.684637,-2.886266,-9.364139,-8.745944,-1.222106,-9.368711,-10.95949,-8.980545,-10.05996,-22.61544,-24.13322,-14.84581,-19.84538,-20.36179,-17.29686,-18.9404,-23.27829,-26.00415,-20.45731,-23.85556,-25.94164,-21.4141,-24.13435,-24.40662,-32.14359,-13.88313,14.14891,-23.11493,-18.32272,-26.54842,-9.980355,-21.49435,-21.7506,-8.579206,-25.0111,-31.50965,-28.50231,-20.67955,-6.555945,-9.651108,-15.43523,-14.39086,-14.50671,-6.9597,-19.54483,-7.944734,-14.02697,12.39599,-0.7094495,-3.675097,2.700653,-15.39306,-5.533836,-7.736704,-8.944111,-30.04554,-25.31632,-21.83093,-18.1955,-19.31126,-22.02535,14.45324,-10.76728,-20.80827,-13.46268,-17.1922,-25.46515,-29.98697,-41.43621,-26.65737,-41.6555,5.173449,-7.03863,-11.89568,-7.459368,-9.147483,-4.672932,-26.57483,-13.63141,-9.462416,-10.77984,2.11509,-0.07072216,-20.92238,-7.52703,4.85954,-13.58009,-32.36291,-27.85604,-28.46604,-15.09472,-32.92669,-21.11467,-30.75568,-38.00288,-57.14078,-36.99574,-30.89378,-35.35851,-47.07698,-5.832715,-17.48595,-7.701225,-26.53477,-50.58282,-54.5228
2796535.15625,exit,-16.61147,7.455161,2.968878,-12.25778,-9.919277,-8.948496,-8.081962,-11.21574,-3.740115,-20.18361,28.30464,-7.303102,-16.08943,-6.714437,-10.06191,-0.3946887,8.259432,-9.142976,-6.44015,-12.76575,-12.81804,-3.954685,-3.552479,-10.46532,-1.69995,7.20518,-0.2482065,6.878819,1.858391,7.52324,-0.6066117,4.363974,3.361653,4.612509,-18.37912,6.936684,-2.320171,1.444339,4.544903,-14.14592,19.81672,-0.1694778,4.218539,-16.96275,-16.33789,-6.470327,-3.931797,-0.1388834,4.798154,-12.86653,-3.91938,-16.60135,24.29895,-2.361411,4.679232,0.5742444,-3.253437,-11.63047,18.4338,-12.30908,6.357217,22.92049,14.36256,1.516482,15.98827,22.40147,16.42985,-7.129772,-13.05609,26.30762,26.0331,-8.515937,-7.371943,-5.11598,-2.497003,42.37349,-7.968851,-14.0195,-7.091913,-4.161161,-11.90182,-19.38086,-10.51926,-7.567268,-15.25389,-11.495,-9.739105,-14.67026,-13.06616,-3.986229,-29.26373,-8.173918,-19.14802,10.56138,-9.098105,-8.917712,-13.9626,1.109795,-16.10087,1.787319,-3.043224,-4.551922,22.99268,-7.346817,0.94872,-2.780168,1.296448,1.694152,-4.591816,7.049282,-3.10861,-4.649473,-3.627994,-4.27295,-11.14753,-12.57938,-6.849394,-11.41539,-11.34524,-13.93104,-7.84847,-17.62559,-12.88263,-12.52759,-11.60207,-15.87537,-10.44278,-12.89936,-16.91762,-18.35267,-8.731804,18.73501,-16.08274,-14.08976,-17.83882,3.877236,-16.93537,-14.97575,0.01159094,-16.354,-19.19569,-17.28964,-11.49009,1.672818,-0.9186384,-11.86572,-8.387219,-9.579865,-0.3775815,-9.428604,-3.187047,-13.04287,20.65828,7.6253,2.7145,7.430633,-11.16298,3.211003,2.25206,0.5765639,-23.57485,-18.86297,-16.11213,-16.42218,-9.900851,-13.60183,16.19275,-6.054903,-7.762629,-1.488197,-14.69902,-14.99934,-27.38853,-48.94409,-25.49923,-37.97,8.894934,-4.610088,-9.757173,-7.843774,-7.155656,-10.7096,-17.00948,-7.346456,0.8225855,-0.1670591,11.26934,8.686913,-14.31089,-4.376483,12.32604,8.870784,-11.46845,-5.61341,-10.96914,-3.042551,-5.764682,-3.412446,-2.324844,-19.05991,-12.15775,-17.07317,-2.262598,-12.07096,-21.95815,-11.59888,-10.15714,-8.581406,-5.666296,0.57303,-8.828156
2854421.875,enter,-31.37553,-1.908054,-4.942862,-17.31607,-9.909847,-6.138719,-6.706896,-17.252,-8.395086,-22.8753,31.91903,-4.128793,-15.53095,-10.51567,-8.978609,-7.886471,12.25773,-10.14368,-3.220639,-15.88561,-20.04403,-4.62735,-2.664739,-13.76881,-3.450277,4.955131,1.077287,7.454428,-0.2240701,4.172505,0.5351406,4.790531,3.118063,3.623937,-19.06041,10.20347,-6.322752,0.04571493,0.7109725,-17.01867,18.04773,-3.206041,7.776486,-16.34615,-19.17108,-6.857389,-9.309044,0.778811,1.779538,-11.96433,-9.353322,-17.74873,22.59413,-8.092039,-0.134193,-3.174214,-4.721147,-12.42403,16.9798,-14.97552,0.6499916,19.37854,8.654645,-2.936804,11.14576,18.42809,15.88674,-6.199781,-17.19304,22.24528,23.85151,-8.203738,-11.18083,-4.388061,-1.659291,39.35984,-10.61446,-16.65898,-14.5109,-13.46096,-15.96102,-21.73231,-12.50091,-12.06663,-9.208619,-6.963164,-12.81511,-24.68782,-7.443271,-1.360091,-30.93369,-18.15732,-13.61345,23.32063,-1.82048,-1.73632,-8.605335,3.733171,-11.58763,3.869343,1.584364,0.5338248,10.94405,-9.777618,8.968658,-5.603118,-2.781763,-2.97735,-2.51715,3.289242,-3.666587,-4.32193,-2.303559,-3.56387,-12.08607,-14.24035,-5.838019,-7.988496,-10.60967,-9.871734,-9.116549,-16.61501,-13.91774,-10.59179,-12.1217,-14.42878,-10.88148,-13.64659,-16.04858,-15.10928,-2.541375,17.06381,-14.99109,-16.21484,-22.24946,-9.102774,-21.41438,-20.2763,-5.854934,-13.49313,-23.16347,-16.54184,-12.79379,-1.273839,-4.401466,-16.83638,-12.89172,-14.55126,-8.49352,-14.81784,-6.182621,-13.32373,17.83152,1.572582,-1.299091,5.392019,-16.91184,-1.594488,-5.694048,-3.346745,-22.03927,-21.46229,-18.01547,-14.05725,-8.350135,-12.03874,20.19912,-6.840229,-7.09093,-6.170178,-8.860604,-18.39873,-24.29457,-38.70503,-25.31986,-41.63253,9.362758,-7.543542,-14.3861,-11.16205,-4.638822,-11.79523,-25.29148,-12.86411,-2.792672,-3.379525,7.031217,0.3274885,-20.68916,-11.65654,5.146491,-2.755288,-13.57911,-14.00223,-20.23959,-7.494404,-20.85674,-13.08085,-18.15243,-48.82775,-23.2068,-46.78884,-11.95775,-24.65847,-35.36116,-3.388741,-3.518335,-2.165541,-3.596535,-15.47254,-23.69179
