Time,Event,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A14,A15,A16,A17,A18,A19,A20,A22,A23,A25,A26,A27,A28,A29,A32,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C1,C2,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C16,C18,C19,C20,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D15,D16,D19,D20,D22,D23,D24,D25,D27,D28,D29,D30,D31,D32,E1,E4,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E25,E26,E27,E31,E32,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F29,F30,F31,F32,G1,G2,G3,G4,G7,G8,G9,G10,G12,G14,G15,G16,G17,G19,G20,G22,G25,G26,G27,G28,G29,G30,G31,G32,H1,H2,H3,H4,H5,H6,H7,H8,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,EXG1,EXG2,EXG3,EXG5,EXG6
3038902.34375,happy,-4.855998,-6.715145,-6.591096,-7.207492,-0.940659,6.744349,12.21055,-0.6218112,-9.075492,11.87786,5.630222,24.71496,17.34866,-1.54319,-5.159854,-8.5354,2.717881,11.07507,16.27127,-4.566482,-7.210776,36.36657,13.94017,14.46427,-9.598294,-6.071437,-5.477568,22.92902,19.6694,12.71013,9.334538,22.16639,16.16601,37.81055,16.85463,28.00023,4.140239,19.6542,20.22466,12.82991,2.232373,5.732429,2.328441,17.07165,14.07818,14.06269,9.389029,10.80413,12.94488,-6.810023,8.77093,20.59971,9.104525,9.344748,11.94334,1.071086,2.213808,13.4448,9.186573,13.84587,-8.933847,2.849678,1.984059,-2.797714,5.703566,12.80034,-8.994587,-1.955496,6.83674,-5.353144,32.59433,-8.855505,7.452367,-3.190262,15.62798,-4.286977,-9.197993,4.283844,7.177236,4.542066,-0.8099367,12.18252,-0.8158259,14.81446,-6.305789,-7.230779,28.08389,7.025386,-0.2175951,6.868186,-13.45091,13.65083,11.38308,-1.093006,21.98038,22.33071,5.593819,-13.07672,-24.46288,17.51169,7.64212,-9.247407,10.41483,7.117375,6.400302,-8.497179,-17.4175,-5.820326,-8.289133,-6.682631,-0.6836422,-6.324452,0.7294106,3.43539,6.907694,9.392654,2.914377,2.194694,1.987131,-2.762414,-12.24588,-4.807423,3.255064,-10.55123,-3.366836,4.372409,-8.221181,-15.50609,3.275356,4.953922,-0.8441554,-4.611063,0.8361751,-1.545291,-13.45388,-1.571226,6.887073,11.59986,7.766268,3.558348,9.408789,3.963478,2.666224,7.621503,4.095119,5.972874,6.890506,13.25417,10.30353,13.4886,19.79763,21.65161,6.097842,13.99846,2.208837,4.116449,4.18751,6.353114,2.131389,13.49185,16.34621,10.98356,11.61211,-5.829603,5.690338,-0.9861619,7.425581,15.20079,-4.262891,-10.02041,2.899397,-5.987026,-14.32967,-6.08284,11.20384,-2.996974,9.903426,-25.25112,-5.262912,-17.90866,-7.50814,-5.618124,-10.89112,-13.64446,4.896704,6.480356,-10.21822,-10.70683,-11.83421,-8.565972,23.34333,17.06643,-16.02319,4.58819,28.34994,12.11885,7.305352,5.933679,20.29238,2.210096,12.08913,-15.38564,-15.12006,-16.7077,-17.17577,-12.94119,-4.652867,-14.21868,-14.33932,-11.60295,-12.50924,-21.8506,-26.37005,-14.00541,-30.13026,-32.44423,-4.246801,8.870054,0.8526492,-15.01662,6.548159
3057468.75,exit,-14.15349,-20.78488,-21.0894,-29.74045,-18.59305,-16.36895,-14.15143,-9.322989,-21.3574,-6.223611,-13.24065,2.813388,-12.37359,-7.479557,-12.18922,-19.7698,-18.82849,-13.87057,-16.30778,-8.27408,-13.29914,-24.8675,-23.53894,-3.690741,-16.59838,-5.322723,-14.86949,3.625035,-0.7881955,-8.001783,-11.10151,7.204879,-5.811208,14.08891,-6.800566,6.451214,-12.51933,-4.130985,-1.403971,-8.668035,-24.89004,-16.52128,-18.8184,-4.114992,-5.258407,-6.032159,-9.88582,-12.40954,-10.29408,-28.87663,-14.54075,-2.223801,-12.21699,-11.38085,-11.53806,-18.07046,-21.74727,-9.055048,-11.90298,22.55238,-6.116194,-2.3838,-7.169361,-17.0938,-3.277134,8.435295,-20.46426,-0.9759545,10.57687,-5.490356,23.67988,-16.89631,-4.632136,-4.725875,4.051877,-8.784341,-0.3528672,8.459231,3.376894,-4.890869,-17.5715,21.01514,4.391155,12.81122,-13.06675,-3.621875,21.97016,-21.58009,-16.6488,-5.319935,-21.25224,-3.03705,-3.790066,-19.20954,-1.771842,-0.1670145,1.607917,-29.81046,-24.61393,1.54857,-10.86461,-7.523576,1.660869,-8.461539,-5.892246,-14.60043,-8.037439,3.02029,-8.992294,-7.985206,-5.801733,-9.23344,-1.490053,7.410734,-9.651767,-6.006344,-1.746134,-2.968015,-3.714685,-20.05773,-20.07786,-21.89523,-9.510242,-24.00637,-12.91804,-15.39318,-13.5121,-15.04364,-0.7314686,2.93571,2.976817,-11.46512,-7.632142,-6.155925,-20.16354,-6.245658,-0.9563252,-10.81004,-6.717609,-17.91195,-12.26752,-15.1121,-16.83762,-18.4385,-20.00833,-23.36555,-11.11571,-10.33995,-10.23722,-3.782867,19.30341,0.9534294,-19.11889,-9.195888,-18.6693,-12.2046,-21.64619,-11.4462,-11.93297,-5.581257,-9.952112,-13.32348,-3.709151,-16.62852,-9.38476,-19.09979,-10.78921,-2.398071,-11.41998,-11.36003,-0.08407672,-10.63228,-14.12253,-8.912777,9.214571,-5.573604,0.2037089,-21.87745,-16.73301,-8.603055,-7.525198,-7.673115,-10.83455,-9.394343,2.75315,6.297623,-12.31647,-1.336594,2.544167,-5.158343,32.26241,12.87587,-12.11251,-7.249024,11.72087,-4.226312,-10.30255,-11.03392,5.396242,-12.48588,-0.8103572,-20.22331,-18.92035,-22.82625,-25.129,-24.40121,-20.45808,-20.88102,-26.6844,-18.04742,-24.02657,-18.17409,-36.87011,-20.62083,-22.5962,-22.68616,4.31799,3.890123,0.1822374,-10.50711,9.209423
3115050.78125,enter,-6.796844,-12.78675,-5.968469,-12.78978,-2.906339,1.881455,8.1619,-1.871384,-12.39796,2.352722,3.290275,21.68325,11.14296,-3.788011,-7.505121,-11.52629,-0.8223677,12.49971,7.835953,-8.391906,-2.131537,12.16,8.104204,19.34332,-11.65741,-4.573506,-5.874973,13.14361,18.42439,6.425987,3.788287,18.14425,13.25456,32.07112,9.597314,20.21095,0.09659269,16.06874,15.56343,7.107722,1.935141,5.399752,2.271769,12.11827,10.46688,6.225384,3.85123,11.15145,9.832035,-8.354069,6.680143,15.62824,0.4406748,-1.311985,12.53177,3.906745,10.25849,4.295967,-1.520419,24.71373,0.1120638,14.16533,6.629106,-4.805691,-1.479962,8.560087,-21.52434,13.14154,22.26665,6.982519,45.34164,-6.500535,4.608231,-3.629953,17.32042,-3.031474,-7.935921,15.96435,14.88599,12.76761,6.374017,22.33018,11.64364,25.37496,6.203574,7.895309,43.51965,-2.888618,-7.056567,4.196169,-20.91623,12.51232,6.41084,-9.131992,7.613219,14.50771,14.083,-17.78009,-24.68131,7.180604,0.8107371,-1.659183,5.644514,4.645181,4.260154,-7.872074,-5.954663,5.257686,-7.312345,-0.6658731,4.468202,-3.833448,4.725043,13.56575,-5.296619,8.980558,4.293745,0.0003963932,-1.569292,-8.905282,-9.813822,-10.66154,3.933079,-10.27465,-3.433352,-4.341005,-8.278214,-9.388506,6.603662,11.74126,11.3974,-3.372318,-0.8274603,1.195844,-17.98437,-0.007598996,7.674004,-9.821057,-1.128967,3.633873,10.02335,7.559139,6.119328,2.567955,-2.578623,-5.866152,-1.090868,-2.25253,-2.316117,5.479244,4.388089,4.838315,-13.68305,-4.376821,-12.46567,1.470096,-0.5133045,7.618909,7.698209,8.752262,19.79972,10.25325,11.35207,7.333333,10.57284,-22.98194,-14.93785,-0.3224983,-11.76247,-10.8994,2.562252,-8.756439,-13.10902,-6.241026,14.62313,-0.5821081,7.890583,-16.72278,-11.77894,-10.2583,-1.668443,-4.081644,-9.358404,-10.22549,10.71841,15.55785,-12.52874,0.4490667,-4.223162,-6.07121,31.41921,24.63683,-7.7831,2.210948,23.26048,7.055446,7.166746,4.436407,18.92935,5.105488,9.203238,-10.98738,-10.42452,-13.95941,-15.82719,-14.55422,-6.3072,-12.2135,-10.63527,-10.87503,-15.9061,-14.10027,-28.23412,-12.74873,-17.46908,-17.19488,10.45201,9.80979,5.6272,-4.595429,16.72569
3186753.90625,anger,-15.04788,-40.52997,-12.56903,-18.52748,-14.65601,-13.42956,-5.938744,-19.68502,-24.08177,2.692755,-4.06602,12.05162,4.036224,-7.826932,-15.59391,-24.16892,-8.627257,10.49969,4.965098,-12.6995,-14.58541,-0.4270964,-4.574198,7.204246,-15.04993,-15.49363,-1.722109,8.203661,5.847224,-0.7675738,-3.707177,11.5106,0.5160242,22.18243,-0.4272417,14.63431,-7.04382,5.822211,4.70047,-1.555417,-7.467571,-3.838064,-5.411037,6.56649,4.880234,2.751655,-2.93209,2.604159,2.535841,-14.75042,1.806178,11.99722,-3.840117,-1.073549,6.456059,-1.758699,-9.01946,0.123478,-4.444946,27.6941,10.07074,9.13308,4.757295,-6.463706,1.893846,8.911023,-25.59001,5.7128,6.110881,0.8274437,36.03616,-11.60865,-8.606351,-6.951846,8.495996,-15.81667,-6.161532,7.552426,0.8308574,-4.948901,-8.566818,25.15735,2.639025,8.906591,-5.895064,-7.754868,30.00591,-15.15255,-10.53712,-1.278027,-20.67888,6.729231,-1.045063,-9.182037,8.149275,7.254831,9.405378,-28.39265,-36.83295,7.224702,-4.543645,-9.847281,1.711119,-7.781226,-6.755516,-24.40138,-30.58633,-7.117143,-10.01178,-18.36984,-4.840034,-11.73555,-4.00354,3.107637,-6.487876,-2.391991,-10.63999,-2.099998,-7.648667,-7.549529,-13.1495,-8.241516,1.227837,-14.17522,-10.62223,-2.487705,-19.59126,-15.07041,-6.171359,0.4050051,1.098219,-15.00701,-13.76917,-9.850209,-24.61486,-8.768444,-0.5198154,-9.168559,-0.05125116,-4.464014,3.402368,-0.1728441,-0.3913933,4.055688,-1.319826,-7.18455,-3.282777,3.03155,-2.077159,5.950837,13.64709,8.65041,-11.95509,3.341663,-2.438017,2.269805,-5.222322,2.231392,-0.8025561,6.454402,7.570409,3.006107,9.607105,-2.775469,4.352364,-6.123066,-8.813363,3.277784,-15.35014,-12.21885,-0.2492277,-9.304778,-13.62779,-10.04193,15.60951,-5.174403,3.792003,-20.70603,-7.08813,2.740312,-4.269284,3.527686,-1.845857,-3.651203,7.895323,9.502918,3.093755,3.151666,-18.4609,0.07405132,35.86484,21.9869,4.856681,-2.005811,20.01034,1.668448,-1.286126,-6.647111,12.90409,-4.146627,3.735136,-21.6923,-25.57982,-20.02858,-21.69097,-18.27646,-11.59224,-24.95793,-18.98237,-26.47527,-63.48876,-26.21342,-74.99279,-17.09903,-45.6105,-46.665,7.071084,-2.567689,-52.06847,-15.13689,7.555267
3259355.46875,exit,-9.648231,-14.38501,-9.732358,-17.11412,-7.174332,-2.429499,5.670333,-5.640122,-14.80678,1.522306,-0.1230323,20.02588,8.526621,-5.618479,-8.39668,-13.72789,-4.823899,14.68914,5.676865,-7.885417,-5.807059,6.036907,-8.16052,8.292797,-10.8231,-1.260956,-8.716899,16.31339,16.54308,7.498881,2.437682,19.66756,10.5264,31.40021,13.54761,22.66133,0.8189241,15.7604,16.48014,10.01909,-5.031477,2.457696,1.884059,16.04342,10.87014,10.18922,4.124121,9.547051,7.917034,-6.25944,7.678057,13.45669,5.079838,3.850933,10.70755,2.605958,1.794963,10.23124,4.693481,11.09953,-14.14013,8.652025,10.46162,-0.5354097,9.171113,18.24108,-13.22853,-13.06726,-8.423707,-0.7343858,39.76115,-5.065155,7.066151,-2.523511,14.61633,2.780298,-5.915821,2.23271,8.251023,10.5078,-7.730639,8.557284,-2.642726,13.1575,-5.6243,-22.50165,21.83576,1.954175,-2.981884,4.775612,-18.98555,5.953821,6.740644,-5.095378,8.223629,9.544392,15.44692,-26.12011,-26.01684,5.563978,-1.650431,-6.49365,5.173264,-1.071363,1.155592,-6.429272,-9.219333,4.715022,-8.457326,-5.490728,-4.569482,-12.68443,-4.991205,5.038045,-3.04882,0.4873114,-5.645695,-14.88929,-13.25965,-18.52188,-22.092,-19.72813,-11.42691,-26.07129,-11.71767,-11.58773,-15.42824,-19.40251,-7.387733,-1.74979,-0.2275461,-16.54782,-10.87528,-10.582,-29.59097,-14.58303,-9.406977,-1.252763,-2.60051,-1.375481,4.259025,4.46205,2.250796,4.944768,3.385507,0.6980705,5.988216,3.358862,2.005207,11.64167,20.14586,12.12168,-4.164087,7.986044,0.8968202,7.728541,1.020034,8.402401,1.619618,9.318382,9.590823,4.450161,12.24208,-10.46701,4.44793,-5.602617,-1.931293,9.089306,1.557667,-11.91678,0.1465881,-8.642471,-17.91218,-14.81922,14.38824,-7.436234,-3.640931,-20.52748,-25.65834,-20.34111,-14.5032,-8.122812,-17.8933,-11.98891,4.078205,11.38655,-21.62678,-4.921464,0.7631201,-8.491532,21.07909,18.52681,-29.40402,1.945026,22.50581,7.346573,6.250868,3.949778,16.74772,-0.357335,9.489772,-18.80163,-13.89572,-17.5936,-17.6678,-16.67862,-7.622977,-12.73073,-16.44831,-11.97975,-20.99959,-17.47498,-31.94044,-14.44516,-20.59499,-20.04955,-1.808953,0.2720103,-6.015569,-7.672248,7.869473
3317207.03125,enter,-13.13369,-18.92579,-14.36385,-19.76202,-14.60993,-7.288425,-4.436465,-3.030993,-16.60271,-0.5773274,-4.575307,12.71259,3.247504,-6.36999,-10.27754,-15.26238,-6.655443,1.422248,3.41724,-7.699797,-7.206167,11.37701,-0.6180681,7.967302,-12.09369,-6.408517,0.8369991,5.130026,-0.897612,-7.509677,-12.11042,0.6023864,0.5637636,14.75429,-7.070213,3.158007,-15.82979,0.4344536,-4.558218,-12.63212,-10.51031,-8.363873,-12.88614,-3.808997,-6.505874,-8.407754,-9.618056,-0.953037,-1.812503,-15.97291,-6.228227,6.036279,-9.050493,-8.927915,7.14593,-3.08595,-9.197282,0.4802295,-6.544561,24.39543,-4.975947,11.88214,2.027393,-3.597835,6.352984,26.34837,-5.271781,-0.8181189,6.738657,2.134707,39.15508,-7.749619,7.66905,-0.177585,18.04119,-3.099587,-0.556722,9.376451,10.18568,2.503611,-4.283455,22.45505,5.353159,17.69154,-4.685464,-6.459097,23.23928,-23.27508,-19.85233,-9.907444,-27.59629,10.30243,-7.17182,-19.98384,-5.121494,4.373575,1.783187,-38.69193,-38.41004,3.03179,-5.602229,-10.6145,5.211905,-5.431518,-3.050181,-20.53521,-18.73465,-5.477638,-14.46382,-10.13928,-8.650643,-11.68021,-3.482938,4.091681,2.367834,4.219336,3.018304,-6.66679,-8.587126,-18.20646,-21.01777,-18.00861,-6.148549,-25.92586,-18.24311,-6.293861,-18.23704,-16.43331,-4.555265,-2.773574,-1.570459,-10.44514,-9.628381,-10.14079,-22.14876,-10.59223,-3.879085,5.951428,2.066285,-4.781234,1.550449,-0.5165969,0.2306149,-5.578716,-2.611996,-3.336441,3.174857,0.6924153,-5.622402,-2.533499,-4.834637,3.879768,-1.839525,10.04315,-6.214492,-1.24485,-0.8534085,5.728081,3.278339,6.05342,5.155146,6.437647,7.571319,-5.225661,9.897141,-13.03789,8.447516,11.51994,4.018782,-9.783596,2.747002,-5.319115,-15.26291,-4.451476,16.18582,-2.077235,6.153189,-13.81547,-13.59635,-4.258276,3.820257,3.036952,-6.722372,-0.6353225,11.4415,16.58149,-4.563968,-0.7878643,16.6232,4.392011,33.91754,21.15903,-1.208742,-11.71959,10.04994,-4.871814,-7.280161,-4.810009,8.055866,-8.377022,-1.609082,-24.94631,-25.61659,-26.99112,-27.17168,-24.77758,-17.6708,-21.23933,-23.69026,-18.2818,-25.14441,-25.47416,-33.87574,-22.77979,-29.17075,-30.19921,-4.739471,-1.00156,-5.183733,-16.95075,3.286338
3380218.75,relief,-3.534865,-2.259304,0.6697623,-4.60454,7.176948,14.14024,18.65121,4.340456,-9.527329,4.607829,6.460947,29.81758,25.75174,-2.530312,-1.791129,-11.99173,3.057406,11.42925,22.01988,-3.392406,-0.8868361,20.08657,26.77597,27.21029,-6.972282,-7.109639,7.283006,24.29157,23.21711,17.86188,12.28872,25.16891,24.61987,42.18251,16.87362,29.26393,7.940355,25.14518,21.95115,14.3615,9.805182,16.58596,13.83305,26.84589,19.39181,16.12329,11.52235,18.29456,17.36333,4.853612,17.02423,23.83691,12.08698,9.912043,25.51689,15.89566,11.31634,19.6546,12.70439,27.54262,-0.7360929,22.05973,18.17055,13.46022,10.41918,20.29982,-5.253077,5.682881,10.10121,9.085045,46.41835,1.469331,7.936724,3.557657,14.67152,-0.6134903,-1.074595,14.5417,13.66852,1.995808,-7.676562,25.56598,10.67219,16.40593,-1.343974,-1.964665,28.30106,0.2793859,1.679605,11.49649,-16.16898,13.49954,11.32525,-5.698822,16.51861,18.05088,17.71192,-14.46887,-20.20279,19.20643,7.044857,1.836636,17.48785,14.13688,6.292526,-3.006049,-4.048474,7.267661,-1.541693,0.7166896,2.472122,-2.454777,5.221001,13.41451,6.484161,3.660986,1.605461,-5.634386,1.339521,-13.01869,-11.84673,-13.40616,1.194408,-18.76555,-3.327144,-1.170308,-10.39935,-8.25053,3.858444,9.190618,9.092751,-4.216775,-5.279871,-1.166188,-13.43513,-7.051028,1.680165,8.678432,4.96514,15.75565,19.91986,15.80636,15.7085,15.88716,16.18409,4.422319,17.38513,13.07351,11.15455,20.54205,15.65782,17.82062,7.045582,20.17297,8.890666,16.91306,19.90167,22.72764,17.53279,23.43676,26.6575,15.35106,17.64852,11.56265,20.635,12.84759,13.92422,21.56553,9.828552,-5.050055,4.730229,-2.377288,-3.26558,2.609243,17.28796,3.697861,9.328437,-7.317288,-5.825085,-1.179668,9.960662,3.95599,-3.574116,-1.644543,14.58714,16.11331,-10.14121,3.049876,4.533446,4.214499,36.95516,31.4473,0.06576616,11.05382,30.3526,15.10584,13.37893,12.56014,28.35893,2.782628,16.58427,-10.92757,-7.889838,-12.04696,-12.52535,-6.760756,0.1266951,-5.183144,-6.226183,-3.837992,-10.87086,-13.05193,-19.83824,-8.622249,-18.53464,-20.27034,0.2310367,5.833682,-8.137316,-4.479748,14.16312
3433835.9375,exit,-9.782011,-19.22782,-7.975473,-11.73509,-3.81313,7.856721,11.79842,6.854475,-12.91362,5.384408,1.387521,28.76394,17.72118,3.552541,-2.193397,-11.75976,2.590716,8.412492,16.08554,1.240187,-1.305341,20.57676,13.54574,17.3234,-3.424669,3.119653,4.846891,24.54714,22.33472,12.51417,8.87406,20.36151,16.83518,34.43227,14.54508,26.41053,4.895546,18.68254,16.20188,10.23162,0.4308381,6.289851,1.290226,15.67704,11.10809,10.26869,10.97053,9.889817,8.948986,-9.337752,5.36488,15.85265,4.170491,6.895402,13.40569,1.675196,-2.129152,6.37422,3.326766,15.27621,-10.35743,6.328243,5.091455,-3.924939,-3.181191,6.510135,-20.41726,1.407632,5.067177,-1.792645,32.31489,-13.62699,1.088909,-0.9276181,12.18696,-5.005456,-6.929698,7.312626,13.3601,2.780344,-6.1498,12.92962,2.076042,14.1715,-10.47269,-8.127131,21.52416,10.86803,-3.758025,2.136148,-20.13429,16.51302,7.448907,-10.25138,25.84016,24.60249,20.73361,-21.1794,-26.44988,23.14994,9.074075,-4.864996,9.532965,20.40117,4.42508,-16.09132,-11.17098,-4.859098,-8.284167,-3.632254,2.95791,-5.569763,2.683213,12.45193,-6.169227,-2.869162,0.07889228,6.468289,-7.145833,-8.890163,-16.2927,-9.301778,-5.084736,-17.22593,-7.939866,-2.12047,-9.411509,-8.608232,4.418562,10.40366,8.70344,-6.218835,-2.872915,-0.1085579,-15.10416,-4.280258,4.462008,-12.08321,-3.440715,4.563621,8.275893,5.479389,1.654689,3.053489,-0.1725532,-0.8872428,3.012707,4.326514,5.181984,13.66145,27.65364,13.25478,-9.183451,0.61373,-4.49857,-0.5645227,-0.9185249,6.851636,4.035063,13.05355,20.32413,8.166406,17.35834,-2.402542,7.166882,-8.390233,-9.786824,4.162654,-10.71076,3.522362,11.84874,2.341298,-0.7024863,3.916651,22.08316,7.100935,9.519985,-9.688173,-16.30084,-13.05682,-1.9238,3.416146,-3.426677,-6.110594,11.34258,4.43918,-7.322574,-3.145367,-2.155904,-2.050607,24.21351,26.25482,-10.03937,5.029391,25.58777,11.3285,12.71396,5.510057,23.29378,3.077125,12.71823,-19.21233,-16.93539,-21.19468,-21.36379,-15.9558,-0.2677984,-22.04078,-15.92775,-19.82482,-29.76932,-25.78175,-41.57192,-18.18593,-32.06032,-32.94777,18.18048,17.49557,12.56035,-21.49255,4.723182
3491417.96875,enter,-10.50721,-12.6257,-0.3218237,-13.15221,0.5222934,7.180577,10.8231,-3.847339,-18.52342,7.800963,0.348464,23.41608,19.2834,-8.961848,-12.30349,-16.31473,-5.034507,12.17844,23.21364,-10.35341,-8.446293,19.61482,13.12564,15.15658,-16.27809,-7.85404,-8.291742,27.80863,25.8597,14.29739,11.5121,24.97302,18.16349,38.73314,17.00304,28.36329,7.651255,19.30595,24.19227,14.73433,3.526574,8.704181,7.795858,19.66742,15.58951,13.87972,11.58008,10.13669,13.34054,-4.392729,10.37759,18.59839,6.423787,9.442048,12.64916,1.802817,3.365618,7.690176,2.973898,6.349094,-17.89604,2.022672,-5.157485,-17.21825,-7.936256,7.127172,-23.55811,-8.569037,-7.179026,-8.548737,27.22046,-18.91506,-9.777938,-12.89993,3.214775,-15.10054,-18.49944,-3.776994,-4.641404,-9.262687,-11.85067,5.128861,-9.416057,7.971931,-12.68372,-18.93959,7.708159,7.752244,2.177581,13.03122,-5.419919,12.73685,13.43557,0.1488029,17.13573,26.00012,19.362,-9.314261,-14.89587,12.4282,5.156762,-3.528676,6.885454,0.5064477,9.377909,-5.23291,-3.442882,11.4181,-1.623464,-1.28808,2.506116,-6.320277,2.369138,7.715359,-13.28759,-7.971374,-8.545719,-17.01482,-18.04789,-13.70042,-26.44993,-14.82413,-12.14113,-19.80266,-8.950174,-15.02771,-17.73149,-16.19744,-3.437948,3.51803,4.967599,-11.5101,-7.024088,-6.784064,-24.18756,-12.2945,-1.77687,-11.63808,-3.002919,4.682584,6.804508,3.048865,3.442588,4.939727,-1.959198,3.288159,-0.3119914,0.5596585,4.759623,9.770486,24.89846,10.30391,-7.553913,-3.24802,-10.51087,-4.885394,-0.4478514,1.735407,6.087028,7.525296,14.45549,2.995295,7.353481,2.996961,4.939706,-13.19754,-11.6651,-3.438069,-20.61284,-11.70196,-1.067661,-10.37027,-19.02318,-11.66691,6.133128,-4.460679,-0.4649579,-23.6133,-23.60135,-26.81306,-14.1535,-10.44975,-18.25302,-21.92838,1.70284,8.952519,-22.41731,-15.58435,-23.91075,-16.91547,15.75799,19.17622,-21.46364,14.34042,31.00819,14.94829,13.43141,10.10018,22.62925,7.104414,19.2301,-7.224532,-3.922388,-7.382984,-9.873529,-7.845552,-1.63562,-6.921122,-5.885928,-5.04232,-11.06461,-4.599546,-21.97274,-6.594615,-10.13719,-9.697904,7.376148,6.184068,2.778602,0.8208804,16.07027
3576136.71875,sad,-15.7012,-16.15001,-7.782474,-20.58188,-14.47238,-5.064806,2.635346,-6.029274,-24.70452,-5.798162,-15.50988,10.66032,6.27185,-9.397188,-15.18716,-25.65065,-19.5078,-4.179008,-3.247669,-13.68969,-13.95033,-14.76571,-5.0165,9.756173,-16.8403,-13.25623,-7.142065,8.875117,12.26889,3.844646,0.7602876,13.9493,5.487474,27.64952,7.874481,16.90347,-3.331395,10.3964,13.86231,4.419339,-3.298423,0.4586573,1.24996,16.44469,8.690003,6.796908,4.152947,6.067857,6.864807,-6.458155,6.291363,18.97433,5.066619,5.600031,12.8874,3.136711,3.776881,8.523274,5.477581,15.15295,-6.280506,1.608137,4.528284,2.029903,2.439948,11.68791,-13.00138,1.089899,9.153488,-0.6418706,33.08347,-10.02107,4.10419,-7.401888,7.898885,-2.293078,-10.26623,5.678148,5.980628,0.8528637,-2.067133,14.56411,1.034662,12.63737,-4.289241,-3.405086,15.6796,-6.856488,-8.516928,5.597911,-19.13725,10.71522,4.200124,-9.474812,14.78984,15.27503,19.05434,-20.16179,-20.23719,17.92681,1.217522,2.744646,13.49984,15.3908,5.995813,-9.661793,-8.074173,5.729301,-6.41912,-2.055843,1.235641,-8.002235,1.146325,7.67891,-0.07217742,3.087275,-2.687998,-11.49555,-7.513864,-10.52083,-17.48542,-11.73614,-5.64099,-18.69752,-11.15714,-7.321654,-15.49301,-14.70333,-4.290718,1.093081,3.105477,-12.2315,-6.425671,-4.990371,-24.32569,-11.58423,-0.7502742,-7.77991,2.696816,-5.652599,2.860476,2.819506,1.032377,3.620111,6.842165,5.466,4.695161,7.414264,6.838081,12.20626,17.53736,11.75366,-0.9322276,1.71061,-1.694728,5.884226,0.4754237,6.829697,2.118903,3.602621,14.25843,1.017425,6.154347,-5.787267,6.361994,-16.74119,1.433212,6.871513,-4.023909,-14.21455,-0.3163342,-7.691449,-15.83849,-6.507408,10.00122,-1.476676,2.450495,-18.86705,-18.55793,-15.84831,-10.48495,-7.545155,-14.07588,-14.85839,3.61739,1.7506,-12.46149,-3.907903,-0.2284802,-9.685336,24.92307,15.41859,-14.24201,1.495063,17.68696,4.352434,0.1614239,-7.168052,11.54851,-6.763703,7.204139,-13.15318,-9.227109,-16.22066,-18.38478,-18.72198,-17.4323,-5.20658,-14.33017,-4.852168,-16.48813,-30.39435,-28.41394,-16.6424,-20.50641,-18.43006,-1.148222,-1.223576,-6.197224,-16.19173,1.458762
