Time,Event,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A14,A15,A16,A17,A18,A19,A20,A22,A23,A25,A26,A27,A28,A29,A32,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C1,C2,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C16,C18,C19,C20,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D15,D16,D19,D20,D22,D23,D24,D25,D27,D28,D29,D30,D31,D32,E1,E4,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E25,E26,E27,E31,E32,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F29,F30,F31,F32,G1,G2,G3,G4,G7,G8,G9,G10,G12,G14,G15,G16,G17,G19,G20,G22,G25,G26,G27,G28,G29,G30,G31,G32,H1,H2,H3,H4,H5,H6,H7,H8,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,EXG1,EXG2,EXG3,EXG5,EXG6
1736957.03125,excite,-2.842931,-2.470738,0.1658786,-3.295885,12.23027,18.37705,22.35298,-5.281165,-9.454361,14.68842,9.215007,40.80666,30.18876,-2.103082,-1.503215,-6.356726,8.76415,27.73086,19.0785,-4.554937,-3.815048,32.36731,16.56688,28.83751,-10.43536,-0.3525811,-8.985083,38.02464,31.57592,23.48818,17.72447,29.42335,29.7042,59.5378,28.79354,45.43313,15.24295,31.1108,35.63453,25.73091,11.30778,16.0785,9.500533,24.34432,27.50878,25.15474,19.7381,24.65888,23.28681,-5.665245,20.93706,30.37059,18.11036,12.40825,24.40933,5.933075,11.66526,18.66797,10.33168,27.63732,-1.736305,12.32412,8.974062,11.03157,18.03467,20.66256,-11.55639,8.627799,15.98559,1.503758,54.01072,4.262298,13.27962,-0.1442677,26.40593,5.921399,10.45044,9.12596,20.51181,11.20078,0.2803706,26.19362,5.115538,21.57806,-1.005387,-3.226675,25.52493,19.06212,12.51756,22.32022,-3.168535,29.64952,17.48011,12.67766,29.21161,27.75984,32.78099,-1.78671,-8.59294,22.17855,11.21033,3.673151,10.44567,15.9029,10.93978,1.143091,4.118253,23.53782,6.831524,8.429835,10.41011,-10.77537,15.51574,17.91107,7.0241,14.73447,8.121997,10.86553,-9.688406,2.420866,-16.77662,0.4939987,0.3478414,-12.33632,2.545578,-10.94075,2.615234,1.488087,12.02751,11.75066,14.50716,5.548716,-0.2519442,3.448781,-8.031263,2.685554,11.92047,5.156851,13.74716,19.67382,17.01787,13.9429,9.860354,8.48443,12.64405,16.63326,13.63416,18.46097,18.94614,25.63081,33.49033,25.43904,6.302012,13.41633,10.22491,7.664016,9.313571,13.87037,15.05325,17.92578,29.10757,18.08453,16.84439,1.504413,17.23204,-13.48516,3.689484,12.2417,2.1761,-8.414173,6.107858,-2.857771,-11.23844,2.210415,25.84594,7.737211,22.9985,-6.466472,-1.084236,-0.6379766,-3.948194,3.144336,-5.93496,-2.020667,8.774797,16.2419,1.100073,-1.593879,5.690069,-0.9673053,35.96016,25.62646,-2.642421,17.91801,47.80795,26.52273,14.92476,17.84157,37.28482,16.01649,17.8792,0.7338545,5.45695,-3.220124,1.544363,-1.955041,31.01348,5.495561,4.957707,8.243891,2.053486,0.4572112,-22.28661,5.711724,-2.92629,-3.956105,18.22357,17.84109,0.6882132,9.209543,32.45248
1819695.3125,exit,-19.38639,-23.72005,-17.38012,-21.90834,-19.79543,-9.838501,-6.464197,-25.05542,-32.41175,-8.068628,-16.97863,15.75968,4.787776,-32.88637,-16.85053,-32.54545,-12.0155,0.02339812,-1.757506,-16.45502,-11.18933,-2.574602,-20.59558,6.75521,-19.93121,-4.94747,-14.17967,7.181898,1.72349,-1.876811,-9.125406,2.962019,1.041313,28.83745,1.684375,15.95019,-11.08463,6.647665,6.936493,0.1054556,-14.31979,-12.83676,-14.59597,0.09329042,2.619195,1.385083,-1.282197,-0.4528127,-0.1906001,-23.13183,-2.062567,9.379931,-1.409507,-5.916232,3.527267,-10.27503,-10.0859,1.810243,-7.870446,5.812264,-25.82683,-3.721595,-11.85145,-9.338545,-7.113196,3.29609,-26.01413,-4.249444,5.725687,-20.02055,31.79846,-18.97932,-18.1613,-24.82476,-1.663952,-20.18255,-23.0935,-12.88464,-7.371541,-22.29777,-37.92512,4.162468,-17.72938,-2.650968,-24.8557,-12.66805,17.56449,-9.265607,-11.53954,1.959091,-25.17875,7.566948,-0.1643753,-6.221421,11.8879,10.82267,12.43822,-17.47669,-25.88575,11.45802,-3.877831,-1.745058,3.39825,3.418869,13.26777,1.455776,-9.518847,3.851104,-14.18725,-6.148737,-9.038641,189.3333,-55.71779,-20.09796,-8.066849,-12.8889,-20.46522,-17.92857,-22.31146,-26.96946,-18.75139,-27.63207,-15.21956,-32.47212,-17.98349,31.47362,-108.3014,-41.3589,-29.5888,-40.78416,-26.71364,-57.50197,-77.02004,-64.40633,-40.77142,-48.30941,-32.90676,-6.161201,0.1014687,-5.140587,0.912269,-2.014074,-5.783359,-3.231416,-3.963894,-14.18317,-7.436271,4.182954,-3.097809,4.113446,10.29028,7.720462,-3.969477,1.803929,-5.91505,-2.456758,-7.196787,1.33734,-0.8208842,1.376241,1.502674,-1.845309,1.898838,-2.751705,-0.3780255,-14.5828,-6.346933,2.293442,-11.45463,-50.07431,-42.03824,-34.88808,-21.43204,-71.55617,0.5633978,-51.77809,-26.59534,-73.1634,-33.29211,-36.98543,-42.92765,-14.72034,-26.96254,-24.80898,-10.2501,4.412241,-12.62076,-10.09485,-12.17858,-22.22507,16.94496,11.26535,-33.385,-8.794855,18.72486,-1.906395,-12.31873,-12.36438,8.952681,-12.11129,-6.106112,-25.25171,-19.03376,-31.21935,-28.65426,-31.4126,-19.93304,-26.32774,-28.46203,-23.16553,-28.00113,-31.11213,-49.81727,-24.56371,-26.64403,-26.64672,-11.50878,-20.86201,-39.56311,-19.42899,-5.530729
1877269.53125,enter,-11.44419,-13.36371,-5.966196,-13.25813,-3.184673,1.734066,10.78998,-7.89505,-17.40704,5.800234,4.582968,29.58795,15.23809,-1.181585,-5.810369,-14.57283,-6.127809,12.01916,3.30346,-10.30061,-7.864937,8.213881,-3.633155,14.17043,-12.79675,-0.04607683,-9.967082,20.89062,16.22389,10.84569,9.299094,24.65729,16.81024,44.23921,19.79023,29.40504,2.314986,22.07982,23.91249,13.60744,1.57731,6.003905,2.235479,16.22784,19.87986,13.88648,9.03011,15.67978,15.95277,-8.215217,12.54436,24.14305,10.33172,4.885965,15.08053,2.531794,10.06542,13.51532,4.124828,15.41082,-10.18831,15.35367,5.732026,-5.427525,4.172608,20.28113,-13.12696,-10.52777,1.732514,-0.7021917,45.40677,-0.8449229,13.22023,-7.707945,15.69194,-5.058976,-8.251762,4.555774,11.85345,6.900668,-1.740246,13.33205,0.2792267,9.699485,-10.062,-16.37974,34.78927,5.926503,1.426396,13.62897,-12.24671,22.72954,7.90998,3.47571,12.23389,19.39055,17.87863,-11.94383,-16.11958,15.31928,-1.604347,-1.308622,7.237175,-0.1736458,-0.9567886,-7.902318,-6.473322,5.571741,-9.569902,-3.92168,-4.039696,-16.73216,0.6333824,7.619684,3.062925,9.221046,3.869107,1.799693,-8.884831,-10.47665,-27.44171,-10.61363,-7.615129,-28.83325,-15.9183,-6.015931,-10.01011,-13.20048,-1.683047,0.08300291,3.779395,-4.435978,-10.1834,-8.392253,-20.34,-11.72344,-4.603792,1.913746,3.44044,10.10543,10.91312,7.035296,6.764406,8.960559,6.544518,6.86173,1.338717,13.94816,11.71011,14.1832,17.98923,14.75529,3.89454,5.561422,3.556657,9.190707,7.818933,10.41308,9.349714,10.14625,13.45006,10.75435,15.98669,5.483828,15.64964,6.020358,-0.592214,2.53966,3.301595,-8.314989,1.465822,-10.44285,-23.22782,-6.736786,13.68626,-4.001906,5.947932,-18.35652,-20.17229,-20.94286,-13.45298,-6.386437,-22.65812,-13.95292,-1.673553,11.38222,-0.7402092,-3.504981,-5.73817,-12.17901,23.69702,23.80298,-19.63116,6.872923,39.22801,14.98417,2.023853,5.830827,23.95567,7.061481,8.070943,-10.50436,-6.485813,-12.42461,-10.40781,-11.93184,-1.945488,-6.9287,-6.133366,-5.80903,-9.900824,-11.93914,-31.13642,-7.005788,-12.96611,-13.1216,2.878283,5.894601,-0.3447891,-1.842057,22.35697
1919921.875,disgust,-16.32914,-29.6331,-22.20016,-35.07663,-22.69281,-7.788859,-3.006194,-7.082284,-25.55097,-11.07165,-9.578046,13.3418,6.766217,-5.284775,-11.79474,-23.43821,-8.410261,3.846359,4.649806,-9.373867,-11.41186,4.381959,20.63075,11.87983,-11.69177,-11.90565,-19.04663,1.053895,-2.275,-9.125607,-14.23526,6.400889,0.0204981,28.6184,-2.666011,14.22496,-12.7374,7.536201,8.485668,1.292993,-10.02029,-5.233491,-8.495395,3.96969,8.83238,2.829016,-3.007409,4.049048,2.409944,-19.33585,5.05111,14.19976,0.7194908,-6.741688,11.85769,-7.254535,6.441513,8.27353,0.04125942,14.07884,-9.638367,6.330307,1.472021,-1.395387,0.0070896,14.68753,-14.41373,-4.043773,10.26942,-7.287391,43.00348,-6.388981,8.079621,-13.62469,14.92922,-1.340229,-9.061495,2.426332,10.70782,4.416445,-7.559148,11.67963,-0.728642,9.308482,-16.65352,-6.589972,30.81001,-10.90425,-12.84365,-6.429208,-36.28778,7.501458,-2.679727,-15.41026,0.5040635,10.97518,6.102582,-24.17464,-18.29061,10.48069,-7.672236,-4.434033,5.26842,3.208685,2.412907,-16.38595,17.17189,1.98937,-11.87007,8.41448,1.028643,-7.428032,1.668228,23.06648,-0.5399549,5.98085,0.310368,-4.673364,-5.338328,-8.088938,-12.41808,-8.622069,7.764438,-15.40712,-0.2982635,-0.2114858,3.618382,-8.720035,0.380134,7.950172,18.1823,-5.955082,-6.036131,-1.275938,-9.357367,-2.928671,3.18999,-1.681851,0.956709,1.68479,4.384885,-0.2295535,0.04800067,-4.857054,0.1879146,6.498505,4.302587,5.835545,1.045968,4.20669,8.159684,13.33576,-5.387836,1.581457,-4.060438,2.003967,0.2343946,3.522279,0.4790342,4.279714,7.073288,0.5767456,4.45628,-14.92323,9.83667,-17.55371,-2.370896,5.319144,-10.4879,-10.15156,-3.589619,-8.702024,-21.49193,-8.147288,10.35746,-3.343786,4.38588,-22.36269,-13.18692,-18.51792,-9.083539,-3.107758,-16.0209,-12.76386,1.237236,8.965232,-7.060484,-4.832938,-12.56958,-10.45154,24.05323,16.22787,-18.9618,-11.40861,15.48406,-8.767286,-17.45434,-15.82942,3.731398,-18.30699,-12.75616,-28.65436,-14.07099,-8.016918,-32.62262,-39.11223,-29.02097,-35.32024,-35.88546,-33.25149,-30.41604,104.1882,-64.73107,-25.41558,12.61715,9.870007,-20.85837,51.25163,5.2907,111.3211,4.291044
1923152.34375,disgust,3.336018,-7.950689,-16.57007,-28.06721,-17.55065,-9.140261,-8.633363,-0.5521637,-14.84253,-8.54279,-12.79812,7.495659,-2.331897,2.703392,-0.3435829,-12.95511,-17.52391,-10.33215,-13.88005,-5.198489,-4.945379,-10.22358,-8.972039,2.085481,-10.82833,-2.964393,-22.29942,3.51691,1.954012,-3.599799,-6.857426,13.20979,0.9362422,28.25316,3.375479,17.47546,-9.568971,3.372288,6.114873,-0.7810795,-16.91392,-15.29737,-17.7064,-5.39698,0.5753846,-0.614,-3.818759,-3.337262,-3.531527,-27.71613,-5.472289,6.860729,-9.153655,-11.34763,-0.2240919,-17.94894,-13.131,-2.538362,-7.838301,-3.348462,-31.22186,-4.832263,-13.47478,-23.32799,-9.315534,2.759753,-28.01552,-38.18391,-10.40951,-21.70907,30.74687,-22.91669,-11.85895,-27.25416,-4.109894,-22.57275,-32.48775,-17.73512,-9.107597,-21.34968,-40.45823,-6.204268,-22.5901,-10.55801,-28.34756,-27.81605,7.688905,-11.38798,-9.540011,0.4254408,-27.28277,7.770653,-3.823157,-14.12226,0.4749347,5.631997,15.03601,-25.92108,-41.11395,2.7123,-8.80906,-9.895043,0.6573851,-8.993693,-4.362705,-19.83286,-40.24751,-25.78913,-14.72263,-30.99939,-22.80905,-22.25073,-18.06719,-27.70914,-11.47196,-12.84199,-24.43324,-25.39181,-34.92745,-36.41994,-42.5788,-37.09952,-31.1507,-47.69343,-35.24038,10.22214,-28.35456,-29.83517,-18.92982,-16.70195,-32.30309,-23.46233,-41.00043,-34.62582,-64.75034,-54.98709,-51.33598,-13.62502,-6.314293,-10.2644,-5.855571,-6.60522,-11.37136,-11.00071,-11.17498,-12.13271,-13.80088,-2.306916,-5.33641,5.043149,1.773023,0.2633999,-14.2906,-2.859063,-16.4044,-11.33751,-11.36276,-7.315255,-6.744979,-6.004926,1.375875,-5.87917,-6.242591,-25.67172,-6.662381,-17.93443,-14.05657,-2.410839,-23.40282,2.292909,3.07821,-10.80561,-10.33654,-8.283543,4.327416,-3.293639,-3.710161,-34.42445,-46.18487,-45.06897,-16.12191,-31.04942,-37.69654,-37.43995,-7.808887,-1.671268,-27.07875,-23.13243,-19.96051,-35.42252,5.34322,9.540557,-40.61899,-5.511117,19.76022,0.3355018,-11.45445,-9.682753,9.846443,-4.354761,-3.551292,-23.47518,-28.2662,-42.47464,-28.80037,-29.49528,-18.77985,-32.81042,-19.94725,-30.03404,-27.89176,-62.91127,-46.68238,-24.29397,-62.72633,-62.39073,-38.66924,0.4228012,1.7183,-41.97735,6.548717
1971316.40625,exit,-33.67336,-40.22718,-25.591,-28.94709,-17.68683,-7.871153,-0.8867901,-22.58146,-32.86801,-14.83041,-12.60217,15.07436,8.113181,-11.6424,-22.13586,-30.61111,-14.73332,2.464171,-3.750993,-15.93099,-19.41301,17.31586,7.807,8.118959,-20.93382,-18.83584,-17.74995,9.782694,4.160743,-1.355124,-9.024375,10.52764,6.02305,32.77808,4.26368,17.59706,-8.166885,9.132434,5.762168,0.2274507,-9.491695,-5.925816,-13.25941,2.58063,7.156431,3.821372,-0.8937942,1.065013,3.460741,-14.20688,3.347116,16.76484,0.4112091,-6.045659,11.46134,-3.638761,2.124529,10.31814,-0.7420393,15.61704,-10.66891,11.63252,3.402579,-2.696077,2.559387,15.06047,-12.60587,-10.51291,8.347297,-4.564942,48.13957,-7.11029,4.001145,-8.602697,16.89204,-1.225466,-15.97558,-0.2774752,7.595037,-3.186746,-20.00938,14.82263,-5.423712,4.624781,-11.96459,-10.66337,22.63275,-8.663507,-10.38343,1.742238,-26.94583,12.86945,1.021254,-4.637892,7.378177,19.43995,10.96362,-13.93847,-21.78201,9.397037,-3.747691,-4.261539,7.849599,-0.4670776,5.661988,-6.281371,-1.999329,5.774165,-2.613911,4.963621,9.33682,-2.52317,4.763414,14.60743,2.187103,2.734969,-2.616022,-2.85043,-14.5274,-10.22093,-18.70181,-11.40329,-10.64274,-20.79296,-5.300469,-3.803352,-6.707009,-8.963681,1.716346,4.675137,9.563859,-0.8178366,-7.053221,-4.135916,-16.84474,-14.42405,-0.7304487,-2.090899,3.823133,-0.057838,4.298924,2.234504,-0.9982185,-0.1350849,3.893088,-4.520579,7.356012,3.734715,-0.02330262,6.220653,6.341324,2.805283,-0.2432735,5.6903,0.8175457,6.357988,7.632123,7.569123,3.435351,2.15503,6.372903,0.8616606,6.185389,-0.812943,9.852824,-0.04107819,-2.760463,5.149734,-9.494727,-15.80909,-2.918576,-14.84469,-21.05787,-11.58086,15.37888,-4.449858,5.914217,-14.96461,-10.06789,-18.6423,-16.46151,-6.482492,-18.10339,-16.69915,7.015394,14.99874,-14.62845,-3.309064,-10.48919,-13.64041,24.55377,20.78895,-19.689,-7.260007,18.10513,3.132709,-11.1548,-5.957416,11.68085,-12.21063,-6.751473,-29.19787,-21.05703,-34.97278,-36.29421,-31.34804,-21.2789,-32.23418,-31.35645,-29.48205,-41.58875,-32.65375,-63.03207,-33.04601,-24.51385,-24.21931,21.40102,0.2980418,1.358366,-36.9596,-23.06695
2027925.78125,enter,-18.38335,-22.60972,-18.70805,-23.23962,-12.50686,-9.39758,-3.348912,-18.65303,-25.81442,-9.007129,-6.392928,14.56465,3.184624,-14.47194,-17.26997,-23.75151,-15.38663,0.5733997,-9.912261,-17.13297,-18.12366,0.2819268,-6.473965,4.749201,-20.6277,-13.32233,-6.575187,6.137434,4.360384,-5.70638,-11.77274,8.467751,3.20414,29.63737,-0.8578447,12.12308,-12.76545,4.88257,0.9476551,-5.105145,-14.88224,-10.62258,-15.63101,-4.004178,0.9780695,-3.664402,-9.396461,-0.7093161,1.405283,-20.12542,-4.70836,8.181401,-4.962469,-11.86207,9.393382,-7.405618,-2.723825,4.853089,-6.804003,24.12445,-5.712807,15.57313,9.66363,5.675846,11.40309,25.81759,-14.4944,-10.46266,0.4871413,2.809422,46.89912,0.2209666,5.584553,-0.6823514,18.19267,5.481576,-5.600313,6.774659,15.86413,7.411721,-8.623578,22.15548,2.3192,14.93547,-5.932174,-16.02422,27.65299,-17.82174,-14.08241,2.461593,-26.85862,5.826688,-3.561054,-14.32996,-1.68911,10.26657,9.212714,-25.33079,-27.58729,3.687789,-10.77927,-9.71566,-1.627546,-9.0092,-2.059147,-20.65153,-15.45614,-2.148541,-12.44616,-11.36223,-10.43471,-14.38642,-9.594447,0.8387946,-2.075466,4.965009,-2.070621,-8.430958,-14.2275,-15.88087,-21.39226,-18.18899,-4.972393,-24.29947,-11.30842,-11.92118,-16.40641,-21.83183,-5.381544,-3.047953,-2.456311,-6.582656,-13.66022,-12.84273,-24.27247,-13.76615,-6.923293,-0.7219993,0.04408126,-4.802052,1.629524,4.835394,3.705752,3.166574,0.1153169,-3.591629,0.3919918,3.105507,-8.658749,1.413272,-2.046365,-0.3358715,-5.144143,8.120955,-6.543653,-0.5732927,-1.257831,9.42875,2.657281,4.976647,6.11641,4.539606,8.390416,1.287834,12.21242,-3.265615,-0.1509848,1.231258,-2.286471,-19.52199,-7.237182,-18.87703,-19.78026,-13.3746,9.381024,-9.991715,0.784816,-29.53786,-19.03979,-19.23518,-14.17067,-10.03332,-18.40978,-17.94319,7.915401,17.236,3.086828,-0.2835979,-1.876221,-14.3917,32.78491,23.80662,-16.42503,-8.891993,16.80057,-0.8782113,-10.57876,-7.096702,11.01362,-8.780458,-6.64325,-27.3025,-24.1234,-29.97904,-25.78302,-28.21926,-19.24293,-22.77988,-23.97881,-20.86201,-27.82575,-26.21204,-44.74691,-22.06961,-26.58056,-26.12127,-4.729528,-3.78642,-10.3622,-16.91057,2.920743
2078261.71875,love,-10.94336,-18.77599,-10.42611,-16.55046,-9.439721,0.9913666,7.96243,-13.91055,-19.40567,1.001786,-4.035967,18.73736,12.86763,-10.16031,-10.47343,-16.54586,-5.824769,0.7586195,-3.383613,-11.37887,-0.6767203,9.412523,-4.655695,7.700464,-15.19096,3.784175,-11.6117,17.23612,15.58697,8.664087,3.213577,19.98691,16.33266,43.12753,16.03203,28.37944,2.426594,19.06843,22.92991,11.11147,-0.4528822,2.79831,-0.2328263,15.65213,18.33706,14.12242,7.587314,10.75881,14.94425,-11.34912,12.97493,24.47557,8.078524,1.281005,13.33305,-1.66045,8.664082,15.91349,5.314621,10.42595,-16.04153,-9.853059,-4.449632,3.846475,3.147053,7.620888,-20.44834,-26.25057,1.501538,-21.64039,29.07991,-9.041536,-9.770799,-25.71839,1.344336,-18.97811,-22.75373,-10.3082,-8.502643,-20.99486,-34.08016,8.53126,-13.64475,-0.02542395,-25.6473,-15.25181,13.14988,0.8962027,-2.121771,7.790936,-22.65982,13.02955,11.16498,-1.231169,8.382708,11.94984,23.75405,-17.8562,-22.96304,6.506211,-5.946562,-4.204299,1.350486,-8.976338,0.5867138,-10.09122,-9.817117,-0.305559,-5.31921,-6.141264,-5.646913,-7.367493,-0.8677277,2.864073,-8.055027,-12.33219,-21.14841,-11.09721,-19.80747,-4.254929,-23.50498,-5.520371,-9.873756,-20.13668,-18.79502,-13.74964,-14.31503,-16.63955,-6.661895,-4.130008,-2.092469,-9.61483,-14.41,-11.17855,-24.65236,-18.00703,-8.787458,-5.942088,-1.355089,2.242962,6.241097,3.647093,-1.098211,5.816786,5.763722,2.371279,13.22294,13.38343,7.981814,13.9179,13.26652,12.0664,2.22275,14.27619,8.260262,10.65996,3.555627,4.10442,4.572964,7.477499,10.14117,1.922244,3.981811,-9.337352,-1.324575,2.53279,4.818955,1.168431,-3.157145,-17.09277,-4.144774,-11.74967,-17.30149,-13.04661,10.14532,-7.82839,5.999839,-21.42876,-15.78247,-21.81464,-21.15565,-11.51848,-21.69122,-21.92364,-7.293316,-6.817489,-16.88552,-18.95546,-20.37986,-20.00973,20.71202,11.64058,-24.95002,0.469779,25.63756,4.129415,0.4936283,1.201192,18.34621,-4.577693,1.150999,-19.62387,-9.787179,-23.8759,-23.03541,-20.09089,-14.14282,-13.32594,-16.93632,-10.14222,-23.0019,-19.85494,-39.86892,-18.05481,-21.46427,-21.13221,-1.602086,-4.035568,-13.14292,-10.70905,6.791407
2201136.71875,exit,-20.3215,-27.55717,-21.38947,-29.12782,-22.30984,-15.19874,-10.52854,-17.1489,-34.25079,-14.51815,-19.63154,7.226014,-9.37541,-15.08973,-23.17706,-32.4761,-21.51916,-16.71257,-19.49556,-18.67912,-10.39313,-17.10478,-31.47749,-12.15242,-31.1421,-16.93239,-19.4728,3.149958,-2.725246,-6.760351,-9.676554,8.849952,-2.136263,22.35905,-1.495489,13.89819,-12.83185,-0.6153007,1.57064,-2.142082,-18.38351,-14.59816,-16.07863,-2.234554,2.583773,0.1976167,-4.64641,-9.624977,-4.760522,-26.4408,-5.618767,6.351548,-6.237212,-8.64,-3.488731,-16.92406,-9.121446,-0.7636498,-5.912571,11.74676,-13.39136,-7.459038,-11.40507,-11.96831,1.033064,9.252054,-19.98405,-22.7191,0.5175665,-16.12909,28.33131,-15.11148,-1.995784,-20.54394,1.827375,-11.50334,-13.76025,-4.347608,2.506221,-6.565153,-27.33622,9.285133,-9.684348,3.107456,-13.66151,-14.8584,18.87544,-15.19836,-14.7091,-3.986986,-31.8791,-0.995599,-6.567364,-17.35063,-5.003347,2.54775,1.460043,-30.49619,-33.02721,-5.552647,-18.80686,-18.80807,2.914647,-23.26436,-13.52955,-24.48436,-23.58456,-7.157943,-14.45942,-17.81033,-13.51511,-19.41953,-12.83396,-3.002682,-2.990352,-4.981562,-15.62416,-13.43266,-20.55067,-23.66531,-29.00301,-25.61073,-17.35151,-32.28482,-22.72004,-18.22067,-27.39345,-29.38126,-14.66153,-8.929524,-9.208064,-18.67803,-19.23725,-16.74251,-34.49287,-25.51903,-9.241012,-3.409973,1.018118,-13.49964,-9.98117,-6.962459,-14.96896,-7.066384,-11.25402,-11.35613,-4.787264,1.020705,-4.056483,-1.437503,4.850645,5.081936,-9.12995,-3.8558,-13.131,-6.803283,-12.85477,-5.877178,-8.062492,-6.847767,-5.868317,-11.48409,-0.903524,-14.6643,-5.470679,-10.69834,-0.8149937,2.974811,-9.218184,-19.80335,-8.734429,-18.71661,-26.43496,-11.9472,5.308836,-12.76801,-1.761169,-30.60669,-35.71701,-32.9204,-23.28334,-14.084,-28.61991,-22.34215,-5.750901,3.796602,-11.22528,-7.692976,-9.758139,-19.80492,20.55245,10.12707,-28.33734,-6.940153,16.90584,-5.509577,-11.37837,-11.29671,6.791638,-8.176791,-4.732723,-27.64522,-18.36054,-30.8877,-28.70647,-29.5195,-18.83463,-26.4827,-29.0485,-24.86259,-29.58611,-27.55427,-47.67265,-26.54168,-30.08207,-30.53637,-8.717921,-4.7386,-13.99596,-20.63713,-1.576451
2258714.84375,enter,-22.90347,-33.07076,-29.478,-33.03504,-21.71587,-15.35095,-6.618394,-18.46755,-29.41908,-12.52553,-11.23606,5.919814,1.709061,-13.88877,-20.53516,-28.19922,-17.23075,-7.591764,-14.34569,-16.26481,-15.04269,-1.20521,-10.94003,1.246264,-24.25715,-17.26206,-11.20565,1.888793,-2.287089,-8.750031,-12.5411,6.531062,-3.196395,25.03012,-5.806622,13.35242,-14.06268,0.2743152,2.775608,-4.452154,-14.73946,-9.946487,-11.16305,3.793482,5.22858,0.3665016,-5.813581,2.416438,3.981725,-18.08133,3.588111,14.52536,-2.19384,-8.003517,9.58152,-3.926926,1.313452,8.982423,-2.6036,18.01656,-8.893126,6.535482,4.496799,3.897286,13.22308,19.5742,-15.87886,-17.91427,3.212392,0.6837385,45.46641,-3.655143,12.8686,2.494968,18.94052,1.676573,-3.368704,6.136245,15.05546,11.57802,-5.503695,17.05276,1.11195,12.48954,-4.81735,-12.43036,27.2895,-15.41328,-15.15105,-5.38723,-33.02232,0.1166049,-4.592291,-14.05084,-0.6824629,4.202327,5.96367,-31.51287,-30.47718,1.694764,-7.796585,-12.24712,-3.552065,-7.6773,-3.988776,-16.81764,-12.75046,2.048136,-11.60391,-9.700458,-8.311857,-11.70178,-4.903818,2.596931,-3.151704,7.53689,8.014202,6.9496,-8.718443,-12.99669,-26.31842,-14.25409,-8.228577,-18.90192,-8.710906,-12.73721,-16.99096,-18.57131,-5.950884,-4.216123,-2.4111,-14.07161,-18.01223,-12.52221,-25.28102,-14.62568,-8.04803,-5.427922,-1.325213,-5.24033,2.463282,2.778986,4.568492,3.619888,6.764983,-0.2015496,8.120375,8.776775,0.4577086,0.9487914,0.1958987,5.619229,-2.302767,15.82925,2.967168,15.37233,6.530535,8.84922,2.388555,7.13049,1.172377,4.016239,6.327326,-5.168813,11.88034,6.041914,1.485086,6.311993,7.358015,-19.0679,-6.036345,-14.68251,-22.7152,-13.49549,6.49901,-10.01785,3.510015,-24.24412,-19.0947,-22.73349,-15.95215,-10.0136,-17.03375,-13.3331,5.559861,13.23279,0.1455908,-5.970202,-11.98427,-10.27264,29.25246,19.77043,-18.85394,-13.24612,12.94972,-9.426661,-17.33889,-16.18048,4.44708,-18.02034,-12.76839,-32.0219,-25.68111,-37.08026,-36.24172,-37.12992,-28.31145,-32.89801,-37.4527,-31.24852,-37.8972,-32.87299,-57.35491,-33.94831,-30.2741,-28.31231,-4.321085,-5.053909,-19.72938,-27.12065,-10.099
