Time,Event,A2,A3,A4,A5,A6,A7,A8,A9,A10,A15,A16,A17,A18,A22,A23,A27,A28,A29,A32,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B14,B15,B17,B18,B19,B20,B21,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C2,C3,C4,C5,C6,C8,C9,C11,C12,C14,C15,C17,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C31,C32,D1,D2,D3,D4,D5,D6,D7,D10,D11,D13,D15,D17,D18,D19,D20,D24,D25,D29,D30,D31,D32,E1,E2,E4,E5,E6,E8,E9,E10,E11,E12,E13,E14,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,F2,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F19,F22,F26,F27,F28,F29,F30,F31,F32,G1,G2,G3,G4,G5,G6,G7,G8,G9,G11,G12,G14,G16,G17,G18,G20,G22,G24,G25,G26,G27,G29,G30,G32,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H22,H23,H24,EXG1,EXG2,EXG3
2014753.90625,disgust,-0.9231173,-10.89634,-6.991978,-0.3331069,11.6935,-3.080451,-13.64591,14.73527,-5.058833,-3.43431,7.388573,-10.56528,20.54798,-2.295273,-8.578792,27.2942,20.88215,3.184954,0.2684982,8.603546,-4.366916,-8.128021,-16.17831,3.648892,0.5797137,-3.215882,-2.850502,5.85466,-27.13418,-0.8958724,-3.13716,0.8182359,-4.668059,-10.6464,-8.777141,-21.75451,-28.6542,26.20329,9.771468,-2.765663,-12.67022,-14.77255,-32.78008,7.425981,-10.86096,-2.205083,-7.888133,-34.89663,14.08121,29.38726,45.33441,8.303527,6.309295,1.441116,-9.399465,9.01862,12.45765,21.63673,17.11889,11.44978,27.55539,16.89637,4.508583,3.672525,8.284145,21.95726,16.34372,3.149632,-2.119803,10.86701,9.321001,-4.202918,28.98691,-19.79541,-10.02445,-8.538766,-34.73553,-18.84227,-23.29513,-9.523026,-21.84937,-17.44553,-11.10846,-16.89306,-8.192393,-27.71128,-26.69223,-11.10468,-13.96604,-17.93913,-33.51367,-19.11229,-19.33278,-11.58004,-9.004777,-10.60606,-6.435082,-1.105637,9.087069,12.75573,-13.29645,0.4370142,-10.49306,-1.420107,-3.050895,-5.432528,-7.816412,-19.51993,-17.72815,-20.24576,-12.74006,-16.03708,-7.267764,-11.88371,-9.784471,-12.21525,-7.623982,-8.103975,-11.98186,-8.777349,-13.75435,-10.50338,14.36213,6.399923,3.154185,-0.2074619,-10.10043,-11.49623,-24.93907,-29.42706,-36.25936,-24.65303,-22.90897,-33.35667,-12.3007,-13.81727,-13.45765,-6.306334,15.72636,16.45739,20.7902,7.554789,-0.1604027,-14.74798,-17.69476,-0.136131,-4.193539,-9.280199,-11.58461,-8.76367,-7.731778,-3.316487,-1.502692,1.548679,-11.36367,-6.667993,-4.160566,-1.659977,-22.11125,-4.869984,18.5509,13.94597,24.71801,27.5832,19.58396,25.72512,21.74168,10.58747,1.483221,-3.77425,-23.3881,-0.3846536,-5.497239,0.03742713,-8.159871,10.52648,6.061214,-11.93367,-23.66212,0.2664421,-16.47313,-43.93839,-21.47675,-10.81384,-4.710128,-29.14357,-7.159615,-18.24707,6.464618,-27.40431,-18.66197,-25.73746,-26.01102,-18.32163,-30.74954,-21.38615
2134269.53125,exit,8.890532,10.51383,15.81697,23.16885,34.54048,14.71728,8.347776,31.64297,14.85835,16.39547,19.68409,14.75833,28.82868,19.59277,10.02507,25.10537,36.06926,15.82756,7.61804,37.5982,28.47577,24.26129,14.96363,31.2774,28.8117,28.20971,29.80269,39.57765,10.77092,25.57092,29.72297,18.42611,19.95717,29.45394,39.54303,31.8855,22.08408,41.62881,40.70745,38.0545,38.45436,42.10585,27.4592,24.31224,13.63099,39.59094,51.97809,29.70013,36.60321,42.23664,53.64426,32.53939,55.06147,52.66658,48.05377,29.19803,28.25375,49.97125,55.98271,27.18918,55.23572,48.98799,44.16113,17.33138,31.27672,40.93524,44.91789,34.15768,19.88598,34.25473,31.91002,16.68368,52.51392,23.8221,21.06882,18.26311,-10.40293,26.03671,15.38619,10.44039,16.55591,4.344238,27.23728,22.50514,16.8901,3.263322,20.06276,35.91712,17.49222,15.43699,-6.306678,11.49917,11.06439,18.7753,44.10209,40.35614,41.95789,43.03575,41.55922,38.53564,12.41809,26.2067,9.832105,16.50302,22.17125,9.952853,17.70465,8.828876,8.502009,10.53208,13.60676,4.511089,15.40599,14.07889,21.84086,11.44986,15.65118,10.09795,12.87493,13.13045,45.14738,50.39584,23.84787,28.95656,34.74338,39.10906,43.25834,48.09059,39.57581,37.34915,24.35222,26.45448,33.28197,29.03012,46.8205,46.97609,36.05321,26.95147,25.79875,31.07564,37.76608,36.6783,50.7346,44.41712,44.48366,50.73189,11.55664,10.98523,7.440153,17.18898,15.26092,24.09576,20.56338,21.15076,11.04142,8.025878,16.13535,16.26137,-9.299536,22.20407,30.32161,37.89291,31.02452,32.31012,30.58214,35.26692,30.8048,34.74718,24.33962,18.12373,1.739216,28.95858,19.89154,28.96004,15.5433,34.669,29.53608,11.11901,-3.714557,20.99219,8.103305,-16.71936,-0.5049424,15.00672,18.93921,-3.324646,12.51155,2.412529,22.17327,-5.339232,1.915923,-1.907018,-0.9244158,27.60838,5.945237,12.9278
2191843.75,enter,-7.823325,-15.38044,-16.41157,-3.065698,6.785775,-5.05351,-10.91911,-0.2287419,-16.08697,-12.44177,-0.4056823,-24.10109,5.464312,-9.357565,-19.92167,6.22844,7.147625,-13.85551,-19.13524,7.811231,-5.730747,-8.883302,-15.4862,1.316994,-1.092173,-3.820226,-2.845161,14.35197,-20.21104,0.8388693,0.3256108,-1.263,-1.426552,1.746177,12.41778,3.610699,-1.097794,24.08807,19.3781,12.6003,7.382651,16.50183,2.761084,13.73717,-7.455912,12.44218,19.54029,3.24048,-0.326499,-8.721208,5.559247,-9.045334,3.491355,1.511591,0.9259134,-11.43272,-25.37435,6.227159,5.021913,-21.36286,12.16335,-2.511438,-2.023276,-21.26437,-4.738952,-0.9449331,0.9123842,-8.075563,-17.67807,-2.331015,-12.84937,-23.71401,7.444556,-4.207771,-9.085705,-16.91237,-46.33832,3.92967,-9.307203,-16.71759,-9.461219,-20.54615,3.739337,-6.535871,-17.00216,-34.51279,-7.002722,3.531861,-18.13528,-23.07987,-34.44454,-22.72404,-22.93542,-15.2501,7.885379,2.113831,1.808467,4.782119,7.689267,-3.132546,-15.18509,-9.530016,-26.32453,-26.06641,-20.70425,-19.54673,-6.849449,-25.10164,-25.00669,-23.97287,-18.3685,-23.43944,-15.20725,-19.08701,-15.37722,-24.09739,-18.08879,-24.38738,-23.54945,-25.10151,-1.043939,7.258697,5.825282,6.522214,10.03646,11.35719,14.65049,7.578539,6.56214,5.453016,0.6446973,1.677955,3.554294,-0.5446674,8.325058,4.76544,2.609084,-2.890588,3.417315,-5.469643,-3.143549,-2.598779,3.05494,4.592336,8.194304,0.5081713,-9.617253,-15.96259,-16.72043,-16.94194,-8.560862,-6.019964,-8.167206,-7.03986,-10.57361,-17.76267,-10.88077,-7.527977,-25.80529,-24.25144,-8.175481,-5.848476,-4.143852,-2.215387,-15.82408,-10.64498,-14.77898,-8.528686,-9.087441,-15.33635,-28.22333,-1.570292,-8.85117,-2.034878,-10.1669,4.792661,1.739015,-18.68393,-32.28325,-10.43845,-22.90962,-47.30231,-23.16411,-12.64556,-11.71741,-34.71214,-12.56909,-25.32473,-2.162241,-33.75565,-21.04362,-30.29096,-30.01569,-15.85088,-34.10064,-21.35028
2273589.84375,relief,25.50289,15.44429,25.60275,32.39051,48.18284,33.55915,6.343547,31.14572,15.55785,8.053728,20.37901,15.15777,34.03642,8.080911,4.895265,35.85938,26.84781,13.95753,8.366076,48.31738,38.37833,32.66403,28.91043,42.71837,44.45422,40.74497,40.1171,56.71133,19.59885,40.14613,41.27673,31.68822,33.06227,35.65892,39.62708,32.17196,24.93947,50.6446,48.5255,40.77868,33.87571,37.99964,23.53596,28.04206,19.33427,40.55017,38.99426,20.64155,29.24917,28.74333,37.6636,19.87521,35.5567,34.04887,26.09118,7.450462,7.32693,30.40557,35.51636,11.11535,36.3298,28.47804,24.23498,11.63123,20.03493,28.33427,25.22511,16.25063,3.627009,23.70144,15.42976,-4.870429,34.90533,31.6499,32.56415,21.94941,-8.14218,28.56919,18.88566,23.45725,17.88501,4.44296,23.01805,19.32831,16.00721,-0.8439531,19.98254,28.44378,13.70406,5.967228,-15.40902,1.251226,0.3102309,7.867005,30.88289,30.28586,28.0439,28.36499,31.90424,13.75174,-1.238301,9.782427,-3.65648,1.936936,11.15619,7.461933,14.53985,-2.082439,-2.646308,-1.918346,-4.066958,-6.492764,1.421005,0.2698634,9.031481,-2.330047,0.2573624,1.631303,-2.414714,-0.3204046,33.12066,38.93897,30.52002,33.8015,38.83125,41.18925,31.89572,34.74187,27.81641,25.66812,20.53015,26.04432,27.02012,21.47243,30.86772,32.61854,36.4753,27.47591,35.92885,30.61201,26.68957,30.30863,31.39474,30.68983,30.05168,31.28375,2.991551,0.4024112,-4.471543,-4.205063,3.04385,9.876294,6.302414,8.575808,-0.5114723,3.390121,10.0193,8.781224,4.598866,8.071883,21.05045,15.23861,21.16076,22.74827,13.19295,18.32058,12.91453,11.34391,17.88226,11.42947,17.03529,40.53809,33.31635,41.48464,25.17715,46.00984,40.5776,24.15684,8.523175,30.97041,16.28624,-3.789266,7.001307,27.21861,30.8908,3.976259,26.26853,11.27959,34.9964,1.919666,9.722197,4.304674,5.366144,7.167239,-10.44277,-7.693236
2286691.40625,relief,-30.2502,-26.8538,-20.09067,-0.325806,2.523814,-14.86148,-43.60184,-18.2987,-29.4868,-39.37607,-23.83991,-34.84433,-9.831326,-38.28011,-39.04275,1.208549,-23.03561,-32.88849,-29.14334,5.791021,-8.917241,-12.61381,-21.52775,-6.054945,-5.13224,-11.91962,-6.764914,0.2607749,-28.06726,-11.40489,-8.516751,-13.33639,-15.97099,-15.80093,-13.67626,-20.48678,-25.99567,4.613408,-5.824307,-14.40373,-23.79732,-18.89194,-31.13326,-4.155694,-30.51012,-17.631,-21.8755,-40.1213,-26.11641,-17.89699,-2.041592,-38.356,-29.22801,-41.04681,-52.39394,-43.64262,-31.56284,-29.68078,-27.23787,-35.48259,-24.24356,-29.76949,-47.87828,-46.12796,-34.36205,-23.11201,-30.06517,-45.10961,-48.0329,-30.56473,-39.38295,-56.13266,-20.66155,-22.40846,-21.13416,-23.37903,-50.51271,-18.90779,-29.1541,-30.78812,-32.63147,-28.87269,-31.11887,-28.42614,-28.41342,-45.08676,-51.44027,-33.41877,-33.17817,-38.12042,-56.13791,-47.02277,-47.7998,-39.96115,-52.21146,-46.28936,-50.04152,-50.48784,-40.24455,-40.46523,-57.46382,-42.21621,-56.63873,-56.43201,-46.76394,-49.37868,-38.38424,-51.06153,-54.10464,-48.96716,-52.20712,-52.59577,-44.35127,-45.36237,-46.75504,-52.29482,-48.91628,-54.15751,-50.36711,-45.82792,-55.3698,-42.55953,-9.941135,-16.50939,-18.46632,-23.21908,-22.93095,-32.18444,-41.38443,-35.48814,-35.41545,-48.57011,-37.56669,-49.22256,-43.44386,-45.0876,-37.53461,-33.04044,-8.573306,-15.48493,-20.27795,-29.04153,-27.43269,-47.63396,-46.11422,-41.86322,-44.63927,-52.14564,-50.20586,-43.4168,-47.06521,-36.57682,-44.40865,-42.326,-50.30947,-45.08603,-45.97626,-34.6418,-52.55696,-53.54372,-16.68445,-29.22223,-16.11514,-13.40399,-28.49255,-22.33484,-26.56341,-33.03147,-35.89762,-41.99783,-31.51202,-3.763057,-10.61278,-1.713205,-12.47113,2.172525,-1.563058,-20.037,-34.99556,-14.93609,-32.02192,-52.31989,-35.66634,-18.58025,-12.99367,-40.39745,-17.95396,-31.85671,-11.48838,-42.95652,-33.15271,-41.8046,-42.01133,-47.15602,-60.08373,-60.28146
2513000,exit,-27.87318,-24.92841,-16.78604,-3.410957,10.31716,-8.770546,-29.86134,-6.978524,-23.84436,-23.21869,-15.15149,-28.68613,-7.254468,-21.18064,-24.28606,-2.47009,2.646031,-21.72582,-20.82663,7.25548,-4.554484,-6.249525,-16.63522,-0.7691521,0.2014882,-5.61067,-1.332864,5.413486,-23.34147,-7.105,-4.400649,-8.675362,-13.10212,-9.892809,-7.098327,-10.59826,-17.27757,4.289877,0.4635022,-9.478586,-13.37953,-4.247458,-17.15135,-10.85035,-23.76093,-9.244801,-3.012074,-20.26855,5.319564,-1.495849,8.631438,-17.96268,-11.74619,-9.717871,-15.41531,-3.430665,-13.39055,-11.1696,2.38673,-7.647225,-5.277787,0.9947078,-2.138419,-7.745146,-1.043128,-4.141794,2.148989,-5.440531,-17.36498,2.020474,-7.169566,-15.6489,11.03751,-15.11499,-13.16984,-17.43688,-41.45153,-9.477216,-19.7993,-18.98439,-22.7213,-22.42237,-11.01456,-17.68302,-22.80359,-36.81435,-21.8242,-7.330854,-17.56936,-27.65018,-39.63277,-19.78747,-20.55794,-14.64065,-11.53822,-12.5342,-2.087782,2.505283,6.363327,8.028057,-9.294604,-8.579983,-20.60156,-13.5695,-8.671596,-12.81259,-18.12039,-21.30541,-21.57525,-24.07244,-21.62905,-30.49516,-18.95986,-21.85731,-11.65684,-21.14897,-17.75445,-17.21786,-20.03235,-12.78168,-16.46199,-4.609572,-6.113149,-11.83339,-10.92188,-15.39748,-11.45307,-13.59323,-18.58854,-15.73526,-17.36124,-16.39413,-15.38354,-19.72795,-12.77662,-16.61287,-20.52844,-21.09451,-3.990789,-11.56913,-4.462722,-17.22696,-15.62014,-15.02817,-12.74899,-10.30835,-30.10054,-26.00764,-28.92532,-28.11415,-21.07929,-18.81075,-16.00461,-11.86506,-25.962,-23.66128,-22.71192,-19.17784,-35.4331,-25.51742,-8.552189,-2.422015,-0.9955039,1.541906,-5.059092,-0.8457853,-3.922794,-4.932913,-4.158439,-11.44955,-25.50773,-1.276228,-6.156426,0.3543957,-9.972257,5.525413,0.6731485,-14.87494,-29.70602,-8.988951,-22.06212,-43.70523,-26.41111,-12.80035,-9.051864,-33.13504,-14.89716,-38.48242,-4.839153,-34.92524,-24.67394,-34.244,-35.49406,-24.37204,-44.64035,-35.15115
2570574.21875,enter,1.485188,5.108859,8.591665,16.39694,29.17885,10.97884,1.164506,20.63735,2.851151,2.60763,9.645449,2.561746,25.36663,-1.075754,-4.602938,14.21148,22.93691,0.006982423,0.2671479,31.76975,15.21209,12.43837,2.882118,12.51513,23.47276,12.66997,14.83501,20.72091,-11.57782,14.2019,14.60581,14.32469,12.10618,11.22854,16.26575,0.04201185,-11.5498,37.62279,30.25731,20.99368,16.78628,14.59822,-6.226827,14.99265,9.495325,21.15052,23.07283,-3.774422,17.25577,22.89303,35.93424,15.56023,13.38126,14.79124,9.022265,12.56872,8.320237,16.20233,24.35142,14.09403,22.91766,19.13586,18.40142,2.868704,11.79841,23.58869,18.18218,11.73372,-1.21919,14.8579,12.96075,1.527462,29.64421,-9.425579,-4.000992,-5.537592,-26.80484,-13.53306,-14.72095,-9.320255,-9.242529,-25.22169,-0.698334,1.617517,-3.1024,-12.60559,-6.068344,3.69295,1.72505,1.83434,-11.58805,-0.7794584,-1.355433,6.107035,13.20177,3.59939,13.82258,16.84933,35.78579,16.01838,-0.9169649,13.53927,-3.117851,6.089198,9.0167,7.757446,9.106509,-3.866204,-2.945654,-4.465946,3.757257,2.636246,-1.187464,3.649504,4.716705,-0.1164362,4.566372,1.422554,0.6046189,2.826452,5.106877,7.022118,23.051,22.65549,25.10326,20.06115,21.99354,19.41879,3.049718,-2.342058,-13.39053,0.142197,-3.610817,-5.007021,10.43734,8.911108,8.254152,16.69892,22.52782,20.04676,20.24068,17.97484,20.32567,10.44815,5.151387,14.4098,-0.6035948,-6.17249,-12.58643,-3.992841,-2.730567,7.764118,0.3375296,1.34376,-7.16347,-3.382982,1.838342,5.020096,-7.973359,-7.603259,16.53545,9.895232,16.02586,18.29339,12.14891,16.72878,13.25303,8.006511,8.791226,1.529853,-10.02983,15.67254,16.14226,20.99353,10.82843,32.77509,25.4231,3.859539,-10.12558,12.63624,-3.348579,-18.15872,1.578781,12.6549,17.38983,-3.566202,12.53838,0.2522261,23.7124,-6.520717,3.613274,-9.226869,-9.254222,5.03738,-9.145515,-3.59922
2680191.40625,jealousy,82.02238,82.00626,83.03065,87.28329,101.6802,89.22826,60.95695,93.11942,76.66811,73.82516,82.28525,72.3011,96.81362,74.57752,74.69571,85.45298,96.17103,79.73273,83.13355,102.6211,95.38521,91.66675,85.51479,99.13755,102.5053,96.46997,98.44189,105.7909,80.73766,98.41243,98.76844,95.93244,91.18229,97.3708,103.1736,95.101,89.53793,107.8057,107.2659,102.1612,98.71758,103.6607,90.45101,91.08292,84.63876,102.3099,111.4143,92.35287,92.72076,103.2138,109.5581,87.14383,98.62783,95.54955,93.63796,83.54368,89.68603,95.65513,101.8019,95.04101,101.3299,99.64464,97.4482,77.04379,88.41175,103.695,102.1658,93.19985,77.96593,91.06355,86.24883,71.94165,102.5952,88.08917,88.57499,88.39358,62.18553,93.24582,81.67834,77.27528,87.81384,69.26649,80.40525,88.44146,72.70039,62.07368,87.43858,97.11193,76.32095,73.91357,60.30013,73.76667,74.44865,79.56905,100.4191,96.8477,94.95425,102.3895,95.83149,86.42951,84.24192,83.79609,73.44299,77.66268,83.55031,79.40657,82.07246,72.01858,68.97366,71.49654,78.61308,76.07123,80.70363,74.19823,83.18875,76.1833,79.96632,76.03731,75.09974,84.07891,98.18712,102.1859,94.09494,96.5882,100.4507,98.95033,98.45985,99.88513,96.06897,93.75559,88.47228,89.37611,93.42111,90.56712,93.51338,91.16887,90.69394,90.06005,96.79224,97.3494,94.30937,91.36737,90.61008,90.49586,97.14729,93.77914,71.50758,71.05064,66.39554,73.07174,79.04438,79.31843,81.36739,76.77382,73.00861,72.51904,73.06164,87.287,66.39186,70.58392,96.852,90.60847,99.53712,101.7877,98.01904,102.3331,98.75784,87.3569,82.60979,76.5265,75.28802,98.84306,90.31618,100.5047,85.8566,103.2189,100.136,85.2412,74.38745,89.35081,76.61913,53.57883,75.18484,86.26003,87.90298,67.0819,86.19364,71.65331,98.59235,63.24853,76.72438,67.37164,67.42267,63.85044,58.85734,49.90046
2694175.78125,jealousy,34.25849,28.16692,38.21252,44.33236,59.98821,44.66335,30.86555,50.56173,29.8374,38.82934,46.61515,25.1595,52.38048,39.21802,29.35204,45.00264,59.92983,36.69539,39.36731,58.50782,50.54547,47.85439,43.19614,54.83534,56.34413,49.9819,54.48114,64.59918,32.85852,48.72301,53.98164,45.38297,41.81845,48.84595,50.78378,46.01978,38.02459,56.51027,55.09721,49.53152,49.07596,51.80166,40.86284,36.84935,30.9907,50.59836,59.89194,38.74302,74.97593,73.69762,82.75506,59.38286,83.23602,68.11792,59.75147,58.8495,60.15768,73.62306,79.92937,61.94057,79.97313,74.72648,70.3488,44.38916,68.26361,79.05371,78.48508,65.34253,54.98018,72.17183,64.50394,47.25163,81.79452,41.53617,44.08257,42.34793,14.70047,45.50579,37.202,33.34179,38.64021,29.17154,44.02703,37.36459,38.58312,19.0966,42.34226,55.58492,34.53651,30.40553,22.45287,38.95227,38.86686,44.99485,60.4218,59.95165,66.26159,63.6315,71.38757,66.42641,60.80953,60.51332,41.41203,47.92483,48.25589,46.73723,51.48834,40.50103,40.47501,36.74237,44.05647,37.9212,43.86184,38.37066,48.53727,37.72206,49.57339,40.473,37.72543,38.39309,56.7454,62.60271,40.57635,40.90298,48.6319,50.76897,43.26525,50.5648,42.527,39.24343,28.62429,44.20015,45.01025,39.4599,52.25396,52.18484,44.2278,41.49125,48.49087,53.3325,56.88354,54.53305,60.85214,51.67131,52.85495,66.76044,36.49088,38.05368,30.81857,37.99231,47.04301,49.99451,49.1499,49.6512,39.70161,47.95199,52.43213,63.03714,49.81757,42.86472,57.28466,67.16076,61.47426,63.12547,60.69605,65.0044,62.07952,63.88696,67.16429,60.16014,29.20521,53.35331,43.8074,55.93042,38.59455,58.28376,54.32222,39.78619,24.29704,41.5673,29.67222,13.62316,24.18829,41.56122,41.06321,21.96174,35.38835,24.60686,49.79498,18.63334,26.38886,20.62157,21.17277,39.43342,21.43346,29.78113
2712691.40625,jealousy,9.860781,16.71028,23.14748,34.232,45.44538,35.84978,10.07378,38.67923,19.78883,23.53111,37.07156,23.10948,49.5868,27.53163,22.57827,50.23922,46.83886,33.0089,38.53273,46.00097,34.0455,26.53309,21.06625,30.72199,42.96521,32.58738,32.01913,42.85363,9.843665,39.7615,35.35001,40.42003,36.82283,35.60706,41.76468,26.68023,17.44401,57.89647,57.77887,43.83286,42.06178,42.03363,20.995,44.38474,32.54992,48.03321,53.38656,28.04517,54.34509,63.38671,75.48187,51.45338,55.03267,66.51611,61.8324,39.64841,50.92854,56.58787,68.79636,49.71297,62.91129,60.15172,59.93937,41.48674,49.896,64.47672,58.50372,52.80312,38.1142,52.85257,47.22229,27.55317,64.53802,19.22993,19.08095,16.86497,-9.275444,24.74889,16.68849,10.5954,21.3322,1.132455,29.34117,18.05988,16.58054,-5.702331,32.68254,36.44743,20.96966,13.40541,8.303127,23.25487,22.47999,29.15025,60.57027,50.05431,57.75352,63.33674,70.34906,61.37428,40.65054,43.05584,28.77057,30.23519,37.11743,35.94975,32.89997,22.72212,24.61736,22.59831,27.20438,24.34411,28.32366,29.43423,35.30206,26.91586,30.32403,34.32476,28.35408,33.84536,57.51828,56.26728,46.63363,44.41455,43.83857,45.35649,51.22163,50.97169,36.80337,25.80922,15.48634,36.63385,27.30528,31.7676,58.652,53.26388,46.3778,42.77991,51.00756,50.33084,53.31258,49.81919,53.01414,56.80489,44.72171,63.34002,22.26737,24.64303,20.06231,29.51343,32.39904,39.85202,37.09026,38.08161,28.6904,27.95539,33.86103,44.17437,30.11208,30.06071,53.54887,47.78279,59.29642,61.96901,55.9853,59.99804,56.45523,43.84675,49.2579,41.33727,6.641974,30.77263,25.9058,36.51992,25.46194,39.02868,31.98931,15.26849,2.145033,16.94713,7.847671,-15.61626,6.417946,22.14924,23.32457,-1.625648,17.29246,1.960436,27.26348,-7.74041,8.69044,-3.638307,-3.55004,20.26957,18.44261,2.92539
2722292.96875,jealousy,-10.21721,-11.97926,-0.3254938,12.72237,24.23434,10.24642,-9.445289,13.14766,-10.17102,5.934862,5.975288,-4.991234,15.47763,0.3990858,-5.53316,29.42636,25.34455,4.594635,10.14878,27.02181,16.2385,13.06777,10.22449,22.43516,23.63071,16.56493,20.04278,31.36856,2.81338,18.71849,21.91118,15.61408,18.95253,21.69664,28.40929,21.51686,15.19538,40.03253,34.90649,29.2983,25.63966,32.27028,17.19355,23.97907,9.133402,25.91171,35.15719,18.05642,27.58427,37.83273,36.51734,11.50191,24.12273,27.59315,24.97086,14.48147,23.83229,23.74966,30.57459,26.04249,29.64968,29.01526,28.44264,11.78791,21.95553,35.14437,26.76567,22.21211,9.359104,24.76741,18.76462,2.316753,36.35751,13.93219,10.35095,9.809377,-18.22912,19.0562,6.551643,4.698948,1.718578,-1.578333,25.585,7.251833,0.9994026,-15.90097,13.76322,18.07507,1.123323,-6.709379,-17.541,-1.059,-1.110018,4.63975,31.10995,24.18044,26.61083,36.56366,40.66872,28.46626,6.659797,17.78466,3.608907,6.311926,14.07109,10.70453,9.963791,-1.866993,-3.588416,-3.774664,2.410327,-3.926623,-0.8529144,2.875069,11.42453,-0.707056,4.975201,2.628514,1.072582,7.954354,23.27405,26.26641,20.38132,20.82073,24.91174,28.14422,28.08103,26.71016,21.34503,19.0015,12.44519,22.88956,16.44458,16.10293,22.38145,20.86204,13.57489,14.66047,25.71737,21.8865,28.34235,17.63415,27.92868,25.80415,24.91106,25.68115,-3.233582,-0.875138,-7.257417,0.09563435,3.570764,10.65134,7.826579,7.220818,1.949814,2.192436,4.33938,9.687734,-0.5928991,1.836671,28.29837,21.37302,29.16606,30.52042,28.34508,31.25831,28.55887,18.32152,16.09218,9.759909,-5.837109,18.70331,8.924481,17.41658,1.393842,20.11654,19.73081,3.378474,-12.62327,3.835,-6.259841,-28.02134,-17.9967,4.255374,2.878909,-23.26828,-2.477708,-19.19476,3.580641,-25.93625,-15.82252,-22.00595,-23.92974,3.382314,-4.12404,-4.365621
2864792.96875,exit,18.76641,16.37089,18.58601,21.97437,30.14015,13.85824,17.20938,37.8845,21.711,19.93706,31.89718,18.28651,35.3133,18.49576,16.98924,24.47319,44.47759,21.24366,14.51317,28.73774,18.3654,16.64965,7.230546,20.72232,26.67914,16.05689,18.32833,26.91534,-0.4593621,16.82987,18.1286,14.82211,13.32022,15.91653,22.39212,14.53042,10.80481,33.61779,29.77692,22.21367,22.01265,26.24242,12.52552,22.7597,8.462027,22.38369,33.05895,14.54388,39.12688,42.04881,52.08342,28.96736,33.26953,36.85391,35.38855,27.49939,31.44953,30.9817,48.00005,37.38538,37.91802,43.97111,43.32917,23.58864,33.38205,49.5869,48.2823,37.84587,20.40166,36.07814,36.64343,16.40149,52.67091,8.034048,6.823824,12.46358,-13.37018,16.5408,4.382249,3.127939,9.516839,1.695344,16.93396,9.621171,15.65828,-5.539545,9.685941,22.24222,15.42874,17.30702,1.988765,14.28848,14.0486,19.95356,32.99148,27.16057,39.42022,35.19074,43.14859,44.39565,22.8774,28.01686,16.31973,17.74128,30.78086,24.4254,19.20229,9.721017,6.009181,10.26778,17.61096,13.82519,19.41698,17.96832,23.88192,19.55444,20.7452,19.35765,19.16836,23.36929,31.32303,29.71174,24.44311,19.582,24.16044,29.50429,24.2129,29.31171,17.95118,16.99428,7.074561,21.81968,20.04162,17.05393,24.74174,26.03874,17.30217,15.8961,28.84004,27.00213,32.94408,26.59294,34.28559,29.5429,23.77748,36.7301,12.67441,15.12236,11.27851,19.33764,19.28157,28.75728,27.96195,29.68131,18.0433,13.13064,17.14157,22.60286,3.555604,23.445,29.88783,39.51179,32.61393,35.03054,34.88437,38.23785,34.87831,35.26785,30.79232,25.06812,-0.6506948,21.72129,20.10389,25.93284,16.10384,34.23702,31.74672,9.576858,-1.091547,19.52265,6.003271,-7.03562,8.45288,20.3325,20.2174,5.815968,23.06955,13.81535,36.15756,4.362699,11.49412,2.275496,3.034437,12.48994,-5.064459,6.804735
